treat	lictec2	motivation	barriers	consiglio_lictec2	stdmatIII	stditaIII	school	perc_participation_orient	perc_participation_calp	perc_participation	late	female	immigrato_prima_gen	stdinvalsiI	stdinvalsiI_2	province	educmother	occmother	educfather	occfather	citizenship
1	1	.190653	.3212505	1	-.445928	.330692	10	1	.7931035	.8571429	0	1	0	.4156704	.1727819	2	2	2	2	2	4
0	1	-.0729926	.3662173	1	1.103783	.0328019	6				0	0	0	1.263242	1.595782	2	3	1	3	1	3
1	1	-.8290144	-.1263494	0	-.445928	-.6622744	2	1	.8823529	.9333333	0	0	1	.6770152	.4583496	2	2	3	2	2	3
1	1	.3616326	-.1661475	0	-1.280388	-.1657912	2	1	.6551724	.7619048	0	1	1	.2373814	.0563499	2	3	2	2	1	4
0	1	-.3302976	.2484356	1	.5077398	.8271752	6				1	1	1	.8426744	.7101002	2	2	3	2	1	4
1	1	-.3740785	.1259095	0	-.0883026	.1320989	4	.8461539	.8965517	.8809524	0	1	1	.0400458	.0016037	2	3	2	3	2	4
1	1	-.0675225	.1924021	1	.5077398	-.9601645	10	1	.862069	.9047619	1	1	1	.0715821	.005124	2	3	2	2	1	4
1	1	.6775531	-.3584987	1	1.3422	.7278786	10	.9230769	.9310345	.9285714	0	1	0	.3138801	.0985207	2	3	2	3	2	2
0	1	.2047578	-.126946	0	-.8035536	-1.555945	16				0	0	0	-.8714589	.7594407	2	1	4	3	1	2
0	1	.0583019	-.3351278	1	.6269484	-1.158758	5				0	1	1	.2181947	.0476089	2	4	3	4	4	2
1	1	-.0583452	-.0604923	0	-1.161179	-1.158758	18	1	.9310345	.952381	1	0	0	-.7183849	.5160768	2	3	2	3	2	2
1	1	.6566088	.3070264	0	-1.399596	-1.555945	18	1	.9655172	.9761904	1	1	1	-.0111615	.0001246	2	3	3	1	1	3
1	1	-.003352	-.3329759	1	.2693228	.6285821	24	1	.9310345	.952381	1	1	1	1.110404	1.232998	2	2	2	3	1	4
1	1	-.3275073	.1597682	0	.1501142	-.6622744	4	1	.8275862	.8809524	0	1	0	-.0239634	.0005742	2	2	3	3	2	2
0	1			1	-.2075111	.6285821	9				0	0	1	.3966175	.1573054	2	2	3	3	2	4
0	1			1	.0309059	-.3643845	19				1	0	0	1.180403	1.393352	2	3	3	3	2	4
1	1	-.012871	-.0304994	1	.8653655	1.522252	23	1	.7931035	.8571429	1	1	1	.3519734	.1238853	2	3	3	3	2	1
1	1	-.0650818	.114844	0	.1501142	.0328019	22	1	.9655172	.9761904	0	1	0	-.5400959	.2917036	2	1	3	1	2	3
1	1	.492583	.0914763	1	.3885313	-.4636813	7	1	.9655172	.9761904	0	0	0	-.3742964	.1400978	2	2	3	1	2	2
0	1	-.3164181	.2506592	1	.5077398	.8271752	25				0	1	1	1.135798	1.290036	2	2	1	1	1	4
0	1			0	.5077398	-.8608677	20				0	0	1	-.6866637	.471507	2	3	2	3	2	4
0	1	.2719758	-.3446242	0	.2693228	-.5629779	17				0	0	1	.0843776	.0071196	2	1	3	2	5	4
0	1			0	.7461569	-.7615712	20				1	1	1	-.2660958	.070807	2	4	3	4	2	3
0	1			1	.0309059	1.125065	20				1	1	1	.383873	.1473585	2	2	3	2	1	4
0	1	-.3599736	-.322287	0	-1.041971	-1.158758	13				0	1	0	-.0430673	.0018548	2	3	3	1	2	2
0	1	.5037663	.1793751	0	.0309059	.9264717	17				0	1	0	-.0494397	.0024443	2	3	3	2	2	4
0	1	-.3177922	-.1489389	1	-.5651366	-1.258054	17				0	0	1	-.5910802	.3493759	2	3	3	2	1	4
0	1	.377933	.7071862	1	.5077398	.1320989	13				0	0	0	.4858288	.2360296	2	3	3	3	4	4
0	1	.0387359	.2866026	1	.0309059	-.6622744	17				0	0	0	.5686679	.3233832	2	2	3	2	2	2
0	1			0	-1.280388	-.6622744	17				0	0	0	-.5910802	.3493759	2	2	2	2	5	2
1	1	.2494605	-.0337125	0	.1501142	-.1657912	12	1	.5882353	.7666667	0	0	1	.7279105	.5298536	2	3	4	3	2	2
1	1	-.6325104	.0439321	1	-.5651366	-.0664947	12	1	.7058824	.8333333	0	1	1	.6195632	.3838586	2	2	3	4	5	4
0	1	-.362764	-.2336196	0	-1.041971	.1320989	13				0	1	1	-.2151179	.0462757	2	2	3	2	2	4
1	1	-.2754277	.4618526	0	1.819033	.1320989	24	1	.862069	.9047619	0	0	0	.5240179	.2745947	2	3	3	2	1	3
1	1	-.2686437	.2462837	0	-.9227622	.0328019	7	1	.9655172	.9761904	0	0	1	.1674397	.0280361	2	2	3	3	4	2
0	1			1	1.222991	-1.158758	20				1	1	0	-.4954966	.2455169	2	3	2	3	2	3
0	1	-.1238224	.0244201	0	-.6843451	-.5629779	21				0	1	1	.2755448	.0759249	2	3	3	3	2	3
0	1	-.3819716	.3767204	0	.0309059	-1.258054	25				1	1	1	-.3298183	.1087801	2	3	2	4	5	4
1	1	.2495923	-.0379021	1	1.580616	.4299885	18	.9230769	.8823529	.9	0	1	1	1.027348	1.055445	2	3	5	3	5	3
0	1	-.3179417	-.1441869	1	.7461569	-.3643845	21				1	0	1	.4284785	.1835938	2	3	3	3	2	3
0	1			1	.7461569	.1320989	9				0	1	1	-.2151179	.0462757	2	1	1	1	1	4
1	1	-.0032966	-.3347357	1	-.3267197	.2313955	7	1	.9655172	.9761904	0	0	0	-.3614947	.1306784	2	3	2	1	2	2
1	1	.570945	-.44159	1	-.445928	-.0664947	24	1	.862069	.9047619	0	1	0	.6832599	.4668441	2	1	3	1	2	2
1	1	.5344857	-.3535054	0	-1.041971	-1.555945	11	1	.8965517	.9285714	0	0	1	-.406145	.1649537	2	1	3	4	2	3
1	1	.3829762	.1036718	0	-1.757222	-1.754538	11	.8461539	.7241379	.7619048	0	0	1	-1.222028	1.493352	2	1	3	2	2	3
0	1	-.421683	-.3183753	1	-.6843451	-1.853834	5				0	0	1	.2373114	.0563167	2	4	3	4	2	4
0	1	-.4466209	.4740514	0	.2693228	-1.158758	16				1	0	1	-.5209854	.2714258	2	1	2	4	5	4
0	1	.5767313	-.1821983	0	-.8035536	-.7615712	16				0	0	0	-.8650866	.7483748	2	2	3	2	1	4
0	1	-.6689615	-.3115027	1	-.8035536	.330692	5				1	0	1	.3137781	.0984567	2	4	3	2	4	4
0	1	-.2618604	-.4125234	0	-.3267197	-1.555945	16				1	0	1	-.0494397	.0024443	2	3	3	1	2	3
0	1			0	.5077398	.4299885	1				0	0	0	.1544722	.0238617	2	3	3	3	2	2
1	1	.2467897	.0511541	1	.6269484	1.125065	2	1		1	0	0	0	1.581886	2.502364	2	3	3	2	1	3
1	1	-.0101564	.3265013	0	-1.161179	-1.258054	3	1	.8275862	.8809524	0	0	1	.320125	.10248	2	3	3	3	2	3
0	1	-.3752052	.1617139	0	-.445928	-.3643845	14				1	0	1	.1162386	.0135114	2	2	2	3	2	3
1	1	.6623303	.1252209	1	.5077398	-.6622744	11	1	.9310345	.952381	1	0	1	.3329268	.1108402	2	2	3	1	5	4
1	1	-.7319376	.1759224	0	-.9227622	-1.258054	12	.9230769	.6551724	.7380952	0	0	0	-.482956	.2332465	2	4	5	3	2	4
1	1	-.3918962	.2488276	1	.0309059	-.5629779	12	1	.6896552	.7857143	0	0	0	-.470154	.2210448	2	1	3	1	1	4
1	1	-.0522437	.150161	1	.5077398	1.323658	4	1	.6551724	.7619048	0	0	1	.3010784	.0906482	2	2	2	2	2	4
1	1	.2619489	.0127137	1	.6269484	1.025769	10	1	.6470588	.8	0	0	1	.7916072	.626642	2	3	3	2	2	4
1	1	-.3751322	.1593917	1	1.103783	-.5629779	10	1	.9655172	.9761904	0	0	0	.7344673	.5394422	2	2	2	3	2	4
0	1			0	.0309059	-1.158758	19				0	0	0	.2500559	.062528	2	1	3	3	4	4
1	1	.6775619	-.3587799	1	.8653655	-.2650878	10	1	.9655172	.9761904	0	0	1	.0843838	.0071206	2	2	3	1	1	4
1	1	-.3696799	-.0138611	0	-.5651366	-1.357351	10	1	.9310345	.952381	0	0	0	.1674397	.0280361	2	3	2	3	4	2
1	1	-.0033724	.1109324	1	-1.399596	-.0664947	11	.9230769	.6551724	.7380952	0	1	0	-.0939051	.0088182	2	2	3	1	1	3
1	1			0	-.445928	-.1657912	7	0	0	0	0	0	0	-.4826437	.2329449	2	4	5	4	5	3
0	1	.5501961	-.2255337	0	-.2075111	.1320989	25				1	0	1	1.014725	1.029667	2	2	3	2	2	3
1	1	-.5215415	-.0502687	1	.5077398	-1.059461	8	1	1	1	1	0	1	-.2025645	.0410324	2	2	3	2	4	4
0	1			0	-.6843451	.2313955	9				0	0	1	.0397719	.0015818	2	2	2	2	2	4
0	1			0			1				0	0	0	.3966175	.1573054	2	4	5	4	5	4
0	1	.1264601	.4040793	0	-.445928	-.0664947	15				1	0	1	.931886	.8684114	2	3	3	3	2	2
0	1			0			5				1	0	1	.0971219	.0094327	2	4	5	4	5	4
0	1			0	-1.041971	-3.045394	20				1	0	1	.3647563	.1330471	2	3	3	3	1	3
0	1	-.3724703	.0748063	1	1.222991	.1320989	21				0	0	1	.7279738	.5299459	2	1	1	2	1	4
0	1	.0895562	.1854428	1	.0309059	-.1657912	14				1	1	1	.3966175	.1573054	2	3	2	3	2	4
1	1			0			7	.4615385		.4615385	0	0	0	1.670875	2.791823	2	2	3	2	2	2
1	1	.1990917	.0530998	1	.6269484	-.0664947	8	1	.862069	.9047619	0	0	0	-.2787511	.0777022	2	3	3	2	2	2
1	1	.5794398	-.2682622	1	.8653655	.4299885	24	1	.862069	.9047619	0	0	0	.8809078	.7759986	2	1	3	1	2	2
0	1	-.7625381	.2617638	0	-.445928	-1.555945	15				0	0	0	.5431789	.2950433	2	3	3	3	2	4
0	1	-.4242084	.2051321	1	.7461569	-.4636813	13				0	0	1	.1353555	.0183211	2	2	3	3	2	4
0	1	-.7881093	.0875551	1	1.699825	-.5629779	6				0	0	1	1.639205	2.686993	2	1	2	3	4	1
0	1			0			1				1	0	1	-.2979571	.0887784	2	4	5	4	5	3
1	1	.322391	-.432915	1	1.580616	.8271752	7	.9230769	.9310345	.9285714	1	0	1	.4728103	.2235496	2	3	3	3	2	3
0	1			1	-.2075111	.0328019	20				0	0	0	.4730843	.2238087	2	3	1	2	2	3
1	1			0	.5077398	.330692	64	.3076923	.2413793	.2619048	1	0	0	.5749127	.3305246	3	3	5	3	5	2
0	1			0	.0309059	-.8608677	83				0	0	0	.1799611	.032386	3	4	5	4	5	1
0	1			1	-.2075111	.7278786	28				1	0	1	-.7503862	.5630794	5	1	1	1	1	1
0	1			1	.2693228	1.621549	28				0	1	1	.7725796	.5968792	5	1	1	2	1	4
0	1	.5598942	-.0904401	1	-.0883026	.9264717	34				0	1	1	.0142828	.000204	5	3	3	3	1	1
1	1	-.0089539	-.1549712	0	-.3267197	.6285821	26	1	.9411765	.9666666	0	1	0	1.136008	1.290514	5	2	3	2	1	3
1	1			0	1.3422	1.621549	26	0		0	0	1	1	1.760175	3.098218	5	2	3	1	2	4
0	1	.6145851	-.3145931	1	-.6843451	-.3643845	34				0	1	0	-.062184	.0038668	5	3	3	2	1	4
1	1			1	1.3422	.0328019	35	0	0	0	1	1	1	.8428145	.7103363	5	4	5	4	5	4
1	1	-.1057706	-.0672071	0	-.445928	-.4636813	26	.6923077	.8965517	.8333333	0	1	0	.5686679	.3233832	5	2	5	3	4	1
1	1			0			33	0	0	0	0	1	0	-.1960074	.0384189	5	4	5	4	5	1
0	1	-.8072184	.6110795	1	-1.280388	-.9601645	32				0	1	0	-.744014	.5535569	5	4	5	4	5	4
0	1	.5766029	-.1781163	1	-.5651366	-.5629779	32				0	1	0	-.4381463	.1919722	5	4	5	4	5	2
1	1	.6158144	.0896024	1	.2693228	-.3643845	35	1	.8965517	.9285714	1	1	1	-.7183849	.5160768	5	3	3	3	2	2
0	1	.5066209	.0886667	1	-1.399596	-.1657912	34				0	1	0	-.4827521	.2330495	5	2	3	3	1	2
0	1	-.0535112	.1904362	1	-.2075111	-1.059461	34				0	0	0	-.7376416	.5441152	5	2	2	1	2	3
0	1			0	-1.280388	-.5629779	31				0	1	1	-.1513955	.0229206	5	2	3	2	2	4
0	1			0	.0309059	.1320989	31				0	1	1	.0971219	.0094327	5	2	2	2	5	1
0	1			0	-.3267197	-.0664947	31				1	0	1	.7725796	.5968792	5	2	5	2	5	1
1	1			0			33	.3846154	.2068966	.2619048	1	1	1	-.3742964	.1400978	5	4	5	4	5	2
1	1			1	-.6843451	-.4636813	29	0	0	0	0	1	0	-1.221715	1.492589	5	4	3	4	1	3
1	1	-.1319408	.725651	0	1.699825	1.323658	26	1		1	0	0	0	2.034322	4.138466	5	3	3	3	1	1
0	1	.5458617	-.0878041	1	-.6843451	-1.357351	32				0	1	0	-.7822474	.6119109	5	4	5	4	5	4
1	1			0	.6269484	.5292856	26	.3846154	.3448276	.3571429	0	0	0	.5561785	.3093345	5	2	2	2	1	4
1	1	.6680429	-.0563034	1	1.222991	.9264717	26	1		1	0	1	0	1.550038	2.402617	5	1	3	1	1	4
0	1			0	-.0883026	.8271752	31				0	0	1	.4985733	.2485754	5	2	3	2	2	1
1	1	.3891149	-.0913916	1	.2693228	.7278786	35	1	.8965517	.9285714	0	0	1	.2180225	.0475338	5	4	5	4	5	2
1	1			0	2.05745	1.720845	26	0		0	0	0	0	2.442107	5.963888	5	2	2	2	2	4
0	1			0	-1.161179	-1.754538	32				1	0	1	-.7312695	.5347551	5	4	5	4	5	3
0	1			0	.5077398	.5292856	28				1	0	1	.6387628	.4080179	5	1	4	1	1	4
1	0	.4970465	.392903	0	.3885313	.9264717	26	1	.9411765	.9666666	0	1	1	1.046707	1.095596	5	1	1	2	4	1
1	0			0			29	.3846154	.3793103	.3809524	0	1	1	-.4507953	.2032164	5	4	5	4	5	1
0	0			0	-1.757222	-.8608677	30				0	0	1	-1.145465	1.31209	5	4	5	4	5	1
0	0			0	-1.280388	.330692	31				0	1	0	.122611	.0150335	5	2	5	4	5	1
1	0	-.6746187	-.1317381	1	-.9227622	-1.059461	35	1	.9137931	.9404762	0	1	1	-1.158019	1.341007	5	4	5	4	5	4
1	0	-.5860156	.0802207	0	-.8035536	-1.555945	35	1	.8965517	.9285714	1	0	1	-1.043426	1.088739	5	4	5	4	5	3
1	0	-.3329684	.3333022	1	-1.638013	-1.258054	33	1	.9137931	.9404762	1	0	1	-.6356413	.4040398	5	4	5	4	5	1
0	0			0			34				1	0	1	-.8459699	.715665	5	4	5	4	5	2
1	0	.6077929	.3444953	1	.8653655	-.0664947	27	1	.7931035	.8571429	0	1	0	-.29811	.0888696	5	4	2	4	3	1
0	0			0	-1.399596	-1.357351	32				0	0	1	-.4763799	.2269378	5	4	5	4	5	4
0	0			0			28				1	0	1	-.6548025	.4287663	5	4	5	4	5	4
1	0	.5529872	.1290372	0	-1.161179	-1.357351	27	1	.3793103	.5714286	1	0	1	-.0367652	.0013517	5	4	5	4	5	1
1	0	.1840097	.5323486	0	-1.638013	-.0664947	35	1	.8965517	.9285714	0	1	1	-.7823939	.6121402	5	4	5	4	5	1
0	0	-.0212544	.2358915	1	-.5651366	-.1657912	34				1	1	1	-.4636354	.2149577	5	3	2	3	2	4
0	0			0	-1.161179	-2.052428	30				1	0	1	-1.202816	1.446765	5	4	5	4	5	1
1	1	.6651207	.0365536	1	-.9227622	.2313955	33	1	.6896552	.7857143	0	1	1	.2501834	.0625917	5	4	5	4	5	1
1	1	.1891205	-.0733144	0	-.445928	.4299885	33	1	.9655172	.9761904	0	1	1	-.412702	.1703229	5	4	5	4	5	1
0	1			0	-1.041971	-1.059461	28				1	0	1	-.4190296	.1755858	5	1	2	4	5	1
0	1			0	-1.87643	-.4636813	31				0	1	0	-.5146133	.2648268	5	3	2	3	2	3
0	1			1	-.0883026	.0328019	28				0	1	1	.7725796	.5968792	5	3	3	3	1	1
1	1			1	-.445928	-.1657912	35	.2307692	.2068966	.2142857	1	0	1	.434717	.1889789	5	4	5	4	5	4
1	1			0	-1.041971	-2.350318	27	.3076923	.1034483	.1666667	1	0	1	.1480808	.0219279	5	3	5	3	5	3
1	1	-.6488336	.5238936	1	1.819033	.0328019	27	1	.7413793	.8214286	0	0	1	.3391717	.1150374	5	3	1	3	1	3
1	1			0	-.6843451	-.6622744	27	.3076923	.0689655	.1428571	1	0	1	.2245797	.050436	5	2	3	2	1	1
0	1	-.2192478	-.4140107	0	-1.041971	-.7615712	34				0	0	0	.4157342	.1728349	5	3	3	3	2	1
0	1	.3057001	-.3458012	1	.8653655	.4299885	34				0	0	1	.5049455	.25497	5	3	2	3	4	4
1	1			1	-.5651366	.7278786	27	0	0	0	0	1	1	-.0939051	.0088182	5	1	3	2	2	1
0	1	-.6045725	-.4005621	1	.2693228	.1320989	32				1	1	1	-.6229415	.3880561	5	4	5	4	5	4
1	0	-.4760919	-.103183	0			27	1	.7068965	.797619	0	1	1	-.2853081	.0814007	5	4	5	4	5	1
0	1			0	-1.995639	-1.754538	32				0	1	0	-.8842032	.7818153	5	4	5	4	2	4
0	1			1	-.445928	.330692	32				0	1	1	-.3807962	.1450058	5	4	5	4	5	4
1	1	-.5792404	-.135067	1	-.8035536	-.6622744	33	.9230769	.6724138	.75	0	0	1	-.0111615	.0001246	5	4	5	4	5	4
1	1	-.803452	.0481405	0	-1.041971	-2.946098	33	1	.7931035	.8571429	0	0	0	-.0876602	.0076843	5	4	5	4	5	2
1	1	.6269417	-.2639773	1	-.3267197	-.6622744	29	1	.8448276	.8928571	1	0	1	-.1704038	.0290375	5	4	5	4	2	4
1	1			1	-.6843451	-.6622744	29	.3846154	.3793103	.3809524	0	1	0	-.8651375	.7484629	5	4	5	4	5	2
1	1			1	.1501142	.330692	29	.3846154	.3103448	.3333333	0	0	1	-.6865363	.471332	5	4	5	4	5	1
1	1	-.5944079	.3468928	1	-.445928	-1.655241	29	1	.9310345	.952381	0	0	0	-.8907412	.7934198	5	4	3	4	4	2
1	1	-.6238531	.2121001	1	.2693228	.330692	29	1	.7586207	.8333333	1	0	1	-.3296461	.1086665	5	4	4	4	2	4
1	1			1	.1501142	.330692	29	.3846154	.3448276	.3571429	0	0	0	-.2531474	.0640836	5	4	2	4	1	4
1	1			1	-.8035536	-1.357351	29	0	0	0	0	0	0	-1.017823	1.035963	5	4	3	4	1	3
1	1	-.2838888	.2874542	1	.8653655	.330692	35	1	.8275862	.8809524	1	1	1	.454076	.206185	5	4	5	4	5	1
1	1	.0781735	.5471395	1	-.3267197	.4299885	35	1	.862069	.9047619	0	1	1	.0144422	.0002086	5	4	5	4	5	4
0	1			0	-.9227622	-2.151724	30				1	0	1	-1.393983	1.943188	5	4	5	4	5	1
0	1			1	.2693228	-.4636813	30				1	1	1	-1.234677	1.524427	5	4	5	4	5	1
1	1	-.5736386	-.3130718	0	-1.87643	-.4636813	33	1	.7931035	.8571429	0	0	1	-.1448001	.0209671	5	4	5	4	5	4
0	1			0	-1.518805	-1.258054	32				1	0	1	-.4062851	.1650676	5	4	5	4	5	2
1	1	-.2054754	-.2859714	1	-.445928	.6285821	33	1	.8965517	.9285714	0	1	1	.1736844	.0301663	5	4	5	4	5	1
1	1	.1964421	.1372963	1	.2693228	.330692	116	.9230769	.9310345	.9285714	1	1	1	.0906288	.0082136	4	3	4	3	4	4
1	1			1	1.461408	.4299885	89	0	0	0	0	1	0	.7600712	.5777082	3	3	1	3	1	3
1	1	-.0594334	-.0646393	1	-.6843451	-.5629779	69	1	.8965517	.9285714	1	1	1	.5877146	.3454085	3	4	2	4	2	1
0	1			0	-.2075111	-.0664947	95				0	0	0	.4029897	.1624007	3	4	5	4	5	2
1	1			1	-.8035536	-.2650878	36	0	0	0	0	1	0	.8490592	.7209015	3	1	1	2	2	4
0	1			1	1.461408	1.422955	55				0	1	1	1.671066	2.792461	3	1	1	4	5	4
0	1			1	-.3267197	.6285821	56				0	1	0	.1098665	.0120706	3	3	3	2	5	2
1	1			0	-1.041971	.4299885	63	.2307692	.0344828	.0952381	0	1	0	-.533851	.2849969	3	4	5	4	5	2
1	1	.5459178	.3536744	0	.6269484	.7278786	79	1	.9310345	.952381	0	1	1	.5621107	.3159685	3	1	1	2	1	4
0	1			0			37				0	1	0	.6578795	.4328054	3	4	5	4	5	1
1	1	.2273644	.6684138	1			101	1	.9166667	.96	0	1	1	1.715525	2.943026	3	4	5	4	5	1
1	1	.2047025	-.1251862	1	.6269484	.330692	93	1	.2413793	.4761905	0	1	0	.9636512	.9286236	3	1	5	1	2	1
1	1			1	.0309059	.8271752	89	0	0	0	0	1	0	.1034305	.0106979	3	3	1	3	1	3
0	1	.1810786	.6254868	0	-.2075111	-.4636813	102				0	1	0	.230939	.0533328	3	4	2	4	4	2
1	1	.0798328	-.0712579	1	-.3267197	1.125065	36	.8461539	.7241379	.7619048	0	0	0	.3522857	.1241052	3	1	2	1	1	1
1	1	.5487935	.262296	1	-1.041971	-1.357351	66	1	.8965517	.9285714	1	1	1	-.2534597	.0642418	3	4	5	4	5	4
0	1			1	-.9227622	.1320989	60				0	1	1	-.6038246	.3646041	3	2	1	2	2	4
0	1	.5040395	.1706956	0	.3885313	.4299885	59				0	1	1	1.065703	1.135722	3	4	5	4	5	3
1	1	.208798	-.2553261	1	.2693228	.1320989	79	.9230769	.9411765	.9333333	0	1	0	.8553039	.7315449	3	2	2	2	2	4
0	1			1	-.3267197	.7278786	98				0	1	0	.307406	.0944984	3	2	4	1	1	3
1	1	.007746	-.2423661	1	-.3267197	-.3643845	80	1	1	1	0	1	1	.0016402	2.69e-06	3	3	3	3	2	2
0	1			1	1.580616	.2313955	51				0	1	0	.7279738	.5299459	3	4	2	3	2	1
0	1			1	-.3267197	.5292856	60				0	1	0	.383873	.1473585	3	2	2	2	2	1
0	1	-.3122756	-.3242326	1	.5077398	.1320989	48				0	0	0	.6897405	.4757419	3	4	2	4	5	1
1	1	.5598266	-.0882915	1	.1501142	.4299885	41	.9230769	.862069	.8809524	0	1	0	.6386098	.4078225	3	4	5	4	1	2
0	1			1	1.3422	1.025769	48				0	1	1	1.033842	1.068829	3	2	3	2	2	1
0	1			1	-.9227622	.5292856	39				0	0	1	.3265227	.1066171	3	2	1	2	1	1
0	1			1	.2693228	.6285821	39				0	1	1	-.0239506	.0005736	3	4	5	4	5	4
1	1	.5654838	-.268056	1	.0309059	1.224362	62	1	.9310345	.952381	1	1	1	.0715821	.005124	3	1	2	3	2	4
1	1	.6269417	-.2639773	1	-1.041971	-.1657912	42	1	.4117647	.6666667	1	1	1	.6386098	.4078225	3	2	2	4	2	4
1	1			1	.0309059	.5292856	62	.9230769	.862069	.8809524	0	1	0	.1099875	.0120972	3	2	2	4	5	4
0	1	.5529872	.1290372	1	-1.280388	-.2650878	78				0	1	1	-.1322788	.0174977	3	1	2	1	2	1
1	1	.2115418	-.3425149	0	-.3267197	-.7615712	65	.6923077	.0588235	.3333333	1	1	1	.78505	.6163034	3	3	2	2	2	4
1	1	-.0717339	.3262233	1			49	.8461539	.7241379	.7619048	0	1	0	.3900667	.152152	3	4	5	4	5	3
1	1	.6131648	.173799	1	.0309059	-.0664947	40	1	.8275862	.8809524	0	1	1	.3585304	.128544	3	1	3	1	2	4
1	1			1	1.103783	.7278786	89	0	0	0	0	1	0	.2945214	.0867428	3	2	3	1	2	4
0	1			1	-.0883026	-1.456648	103				1	1	1	.0206552	.0004266	3	2	2	4	2	4
1	1			1			72	0	0	0	0	1	0	.0715821	.005124	3	4	5	4	5	1
0	1	.1665789	-.4274768	1	.3885313	.2313955	96				0	1	0	.2054501	.0422098	3	3	2	3	2	1
1	1	.5177393	-.2646318	1	.5077398	1.025769	62	.9230769	.862069	.8809524	0	1	0	.4987263	.2487279	3	3	1	2	1	3
1	1	.5501968	.2177046	1	-.445928	-1.456648	76	.9230769	.9655172	.952381	0	1	1	-.412702	.1703229	3	1	3	1	2	2
1	1	.2958693	.0053061	0	-.5651366	-1.357351	76	1	.9655172	.9761904	1	1	1	-.520737	.271167	3	3	5	4	5	4
0	1			0	1.461408	.330692	85				0	1	1	.8872802	.7872662	3	2	3	3	1	2
1	1			1	.6269484	-.0664947	58	0	0	0	0	1	1	-.1641591	.0269482	3	2	5	2	1	4
0	1			1	.5077398	.8271752	92				0	1	1	.4157342	.1728349	3	4	5	1	3	2
1	1	.6242067	-.1770697	1	.7461569	1.025769	76	.9230769	.8965517	.9047619	0	1	1	.9127564	.8331243	3	1	1	2	2	4
0	1			0	-.3267197	.6285821	78				0	0	1	.0716331	.0051313	3	2	3	2	5	4
0	1			0	.2693228	.5292856	85				0	1	1	.626018	.3918985	3	2	3	2	1	4
1	1	.3124284	-.0776181	1	-.3267197	.2313955	62	1	.7241379	.8095238	0	1	1	.4603207	.2118951	3	2	2	2	2	4
0	1			1	-.0883026	.6285821	78				0	1	1	.1417277	.0200867	3	1	3	1	1	2
1	1			1	.5077398	.9264717	42	0	0	0	0	1	0	.4859243	.2361225	3	2	4	2	2	4
0	1			0	-.9227622	-.0664947	77				1	1	1	-.272468	.0742388	3	4	3	3	2	2
0	1			0	.7461569	.9264717	85				1	1	1	1.05933	1.122181	3	1	2	4	5	4
0	1	.6131559	.1740802	0	-.6843451	-.0664947	75				0	1	0	.2564281	.0657554	3	1	1	1	1	1
0	1			1	1.103783	1.025769	70				1	1	1	.9191412	.8448205	3	2	2	2	2	4
0	1	-.3779868	.2501	1	.5077398	.4299885	78				0	1	1	.6578795	.4328054	3	2	2	2	2	1
0	1			0	.3885313	.5292856	39				1	0	1	-.1131619	.0128056	3	1	1	3	1	1
1	1	.5403159	.5316792	1	.2693228	.0328019	65	.8461539	.4137931	.547619	0	1	0	-.2659493	.070729	3	3	3	3	4	3
0	1	.2003592	.0128246	0	.984574	-.2650878	59				0	1	0	.9764913	.9535352	3	4	5	4	5	1
1	1	.4111778	-.3492017	1	.2693228	.330692	79	.9230769	.9655172	.952381	0	1	0	.5749127	.3305246	3	3	3	3	2	3
1	1	.6637173	.081145	1	-.2075111	.0328019	80	1	.9655172	.9761904	0	0	0	.3138801	.0985207	3	2	2	2	2	1
1	1	.2523827	-.1265694	1	1.103783	.4299885	80	1	.7931035	.8571429	0	0	0	.441274	.1947228	3	2	5	2	2	1
1	1	.6159552	.0851316	1	1.819033	.7278786	74	1	1	1	0	0	0	1.454492	2.115548	3	4	5	4	5	1
1	1	.5652877	-.2618254	1	1.3422	.6285821	74	.9230769	.8823529	.9	0	1	0	1.18659	1.407997	3	4	5	4	5	4
1	1	.4998369	.3042356	1	1.461408	.5292856	80	1	.7647059	.8666667	0	0	0	.6898172	.4758478	3	2	3	2	2	1
0	1			0	-1.87643	-1.357351	52				0	1	1	-1.151838	1.32673	3	3	3	2	1	2
1	1	-.1401631	.5436629	1	-1.280388	-2.052428	69	.8461539	.8235294	.8333333	0	1	0	.6960618	.4845021	3	3	3	3	2	3
0	1			1	.2693228	.330692	103				0	1	1	.7407186	.548664	3	1	1	2	1	2
0	1			0	-.3267197	1.125065	86				0	1	0	1.052958	1.108722	3	4	5	4	5	3
1	1	.5654838	-.268056	1	1.699825	1.323658	66	1	.8235294	.9	0	1	0	1.301495	1.693889	3	4	5	4	5	1
0	1			1	.6269484	.4299885	52				0	1	1	.7279738	.5299459	3	1	3	1	1	2
1	1	.5821837	-.355451	1	1.222991	.5292856	66	.7692308	0	.3333333	0	0	0	1.486341	2.209209	3	4	5	4	5	1
0	1			0	.7461569	.9264717	86				0	1	1	.9573746	.9165661	3	4	5	4	5	1
0	1			0	.5077398	-.3643845	86				0	1	0	-.928809	.8626862	3	4	5	4	5	2
0	1	.2523827	-.1265694	1	1.103783	-.0664947	57				0	1	0	.8872802	.7872662	3	1	2	1	2	1
0	1			1	-.445928	.7278786	52				1	0	1	-.1131619	.0128056	3	1	4	2	1	2
