treat	lictec2	motivation	barriers	consiglio_lictec2	stdmatIII	stditaIII	school	perc_participation_orient	perc_participation_calp	perc_participation	late	female	immigrato_prima_gen	stdinvalsiI	stdinvalsiI_2	province	educmother	occmother	educfather	occfather	citizenship
1	1	.5710011	-.0001115	0			71	1	.8235294	.9	0	0	0	.6451666	.41624	3	4	5	4	5	1
1	1			1	.1501142	.6285821	71	0	0	0	0	1	1	.441274	.1947228	3	3	5	2	1	4
1	1	.5641609	-.2260211	1	.6269484	.4299885	71	1	.5862069	.7142857	0	1	1	.320125	.10248	3	2	1	2	1	1
0	1			0	.5077398	-.6622744	85				0	0	0	.0907498	.0082355	3	1	1	3	1	1
0	1			0	.0309059	-.0664947	83				0	0	0	.5240622	.2746412	3	4	5	4	2	1
1	1			1	-.6843451	.1320989	36	.6153846	.4117647	.5	0	0	0	.7469571	.557945	3	2	2	2	2	1
1	1			1	.1501142	.4299885	94	0	0	0	0	0	1	.5749127	.3305246	3	2	3	2	1	4
1	1	.6047342	-.0015698	1	-.2075111	-.6622744	40	.7692308	.4482759	.547619	0	0	0	.2945214	.0867428	3	3	2	3	2	1
0	1			1			73				0	0	0	-.1322788	.0174977	3	4	5	4	5	2
1	1	.3041858	.1843021	1	-.5651366	-.0664947	74	.9230769	1	.9761904	0	1	1	-.1257535	.0158139	3	4	5	4	5	2
1	1	.3084262	-.4324276	1	-.2075111	-.0664947	80	.9230769	.9310345	.9285714	0	0	1	.0397335	.0015788	3	2	2	2	2	1
1	1	.4351322	.4033264	0			101	.9230769	.8965517	.9047619	0	1	1	-.5148044	.2650235	3	4	5	4	5	1
0	1			1	1.103783	.7278786	73				0	0	1	1.37157	1.881205	3	1	2	1	2	4
1	1			0	-.445928	.2313955	65	.1538462	0	.047619	0	1	1	.383822	.1473193	3	2	4	2	1	4
1	1			0	.7461569	.6285821	65	0	0	0	0	0	1	.5496213	.3020836	3	2	2	4	5	4
1	1	.3571953	.0135745	0	-.0883026	.7278786	61	.8461539	.8965517	.8809524	0	1	0	.0906288	.0082136	3	2	1	2	1	2
1	1	-.0729926	.3662173	0	-.0883026	-1.456648	99	1	.9655172	.9761904	0	1	1	-.8270442	.6840021	3	2	2	2	4	4
1	1			0	-.445928	-1.357351	67	0	0	0	0	0	0	.0016402	2.69e-06	3	3	2	3	2	1
0	1	-.4681952	-.2316977	1	-.6843451	-.2650878	53				0	1	1	.0780052	.0060848	3	3	5	2	2	4
0	1	-.4328567	.0366829	0	-.2075111	.6285821	92				0	0	0	.9191412	.8448205	3	2	1	2	4	1
0	1			1	.2693228	.0328019	60				0	1	0	.0333995	.0011155	3	2	3	2	2	1
0	1	-.3876849	.1150064	0	.0309059	.1320989	59				0	1	1	.5304345	.2813608	3	4	5	4	5	3
1	1			1	.6269484	-.9601645	72	.7692308	.5172414	.5952381	0	0	0	.0715821	.005124	3	1	3	3	5	1
0	1			1	2.05745	1.025769	46				0	1	0	1.836744	3.373629	3	4	5	4	5	1
0	1			0	.3885313	.330692	46				0	0	0	1.148542	1.319149	3	4	5	4	5	3
0	1			0	-.3267197	-.9601645	46				1	0	1	1.358826	1.846408	3	4	5	4	5	4
0	1			1	.6269484	-1.258054	82				0	0	0	.2819172	.0794773	3	1	2	2	2	4
1	1	-.3330238	.335062	0	-.445928	-.6622744	50	.8461539	.4827586	.5952381	0	0	0	1.021104	1.042653	3	3	1	3	1	3
1	1	.0741245	.6758009	1	-.8035536	.0328019	43	.9230769	.6551724	.7380952	0	1	1	.3073231	.0944475	3	2	4	4	5	4
1	1	-.0128622	-.0307806	1	-.9227622	-1.853834	43	.9230769	.7586207	.8095238	1	1	1	.5174606	.2677655	3	2	4	4	2	4
1	1	.1797557	.6675217	0	-.5651366	.7278786	81	.9230769	.7586207	.8095238	0	1	1	.2948337	.0869269	3	4	2	4	2	1
0	1			1	1.222991	1.820142	82				0	1	0	.7216019	.5207093	3	2	1	2	1	4
0	1			1	1.819033	1.621549	82				0	1	1	.6578795	.4328054	3	3	2	3	2	4
0	1			1	-1.041971	.9264717	47				0	1	1	-.9670424	.9351709	3	2	2	2	2	4
1	1	.3327604	.1856244	0	.2693228	-.3643845	81	.9230769	.5862069	.6904762	0	1	1	-.1195088	.0142823	3	2	2	3	5	1
0	1			1	-.6843451	.2313955	51				0	0	0	.4221064	.1781738	3	3	3	3	2	1
0	1			0	-.3267197	-2.648208	47				0	0	1	.0716331	.0051313	3	2	5	4	5	4
0	1			0	1.699825	1.224362	82				0	1	1	-.0494397	.0024443	3	3	3	3	2	4
1	1	-.6730658	-.1810816	0	.3885313	-.3643845	81	.8461539	.6206896	.6904762	0	0	1	.0843838	.0071206	3	2	2	2	2	4
1	1	-.4452426	.4302566	0	-.2075111	-.2650878	41	.8461539	.5172414	.6190476	0	0	0	.4091133	.1673737	3	4	5	4	5	1
0	1			1	-1.399596	.1320989	39				0	0	1	-.1259064	.0158524	3	3	2	4	5	1
1	1			0	.5077398	-.6622744	41	0	0	0	0	1	0	.6898172	.4758478	3	4	5	4	5	4
1	1	.361594	-.1261961	0			65	.9230769	.862069	.8809524	1	0	1	.3391717	.1150374	3	4	5	4	5	4
1	1	-.4693721	-.3167109	0	-.8035536	-1.059461	65	1	.8965517	.9285714	0	0	0	-.3808536	.1450495	3	3	2	3	2	3
1	1	.0403442	.2354994	0			64	.9230769	.862069	.8809524	0	0	1	-.3680517	.135462	3	4	5	4	5	4
0	1			0	-.0883026	-1.258054	45				0	0	1	-.5146133	.2648268	3	4	5	4	5	2
0	1			0	-2.353264	-2.151724	44				0	1	1	-1.011648	1.023432	3	1	5	1	5	1
1	1			1	1.222991	-.4636813	43	0	0	0	0	1	1	1.282448	1.644674	3	4	2	4	2	4
1	1	.5474706	.3043309	1	-.9227622	.330692	72	1	.7931035	.8571429	1	0	0	-.5781893	.3343028	3	2	3	2	2	2
1	1	.214268	-.4291413	0	.2693228	.7278786	50	.8461539	.4827586	.5952381	0	1	1	.4094256	.1676294	3	2	1	1	5	4
0	1			0	-1.280388	-.7615712	45				0	0	1	-.6866637	.471507	3	2	3	2	3	4
1	1	-.9342064	-.2157139	0	.2693228	-.1657912	50	1	.9310345	.952381	1	0	1	.5877146	.3454085	3	3	4	4	1	2
1	1	-.7009097	.2217015	0	-.0883026	.0328019	50	.6923077	.6551724	.6666667	0	0	0	-.2150541	.0462483	3	4	4	4	5	2
1	1	-.3095495	-.410859	1	.3885313	1.224362	49	1	.6470588	.8	0	0	0	.6323647	.3998851	3	3	2	4	5	4
1	1	-.0566984	-.1515469	0	1.699825	.0328019	49	1	.9655172	.9761904	0	1	1	.2945214	.0867428	3	2	3	1	1	4
0	1			0	-1.041971	.1320989	85				0	1	0	-.062184	.0038668	3	2	3	2	2	1
1	1	.5051574	.1351725	1	.3885313	1.025769	93	1	.7931035	.8571429	0	1	1	.78505	.6163034	3	3	3	1	1	3
0	1			1	-.6843451	1.125065	90				0	1	1	.600529	.360635	3	4	5	4	5	4
0	1			1	.6269484	-.9601645	51				0	1	0	.6132737	.3761046	3	2	1	3	1	1
0	1			1	.5077398	.0328019	51				0	1	0	.7343462	.5392644	3	3	1	3	1	1
1	1	.4520275	-.1335374	1	1.461408	.5292856	88	1	1	1	0	1	0	.8172111	.667834	3	3	1	3	1	3
1	1	.5557775	.0403698	1	.8653655	.2313955	93	1	.6551724	.7619048	0	0	0	.7916072	.626642	3	3	2	2	2	1
0	1			1	.3885313	-.4636813	82				0	1	1	.3711284	.1377363	3	3	4	3	4	1
1	1	.1975688	.101492	1	1.699825	.4299885	88	1		1	0	1	0	1.772977	3.143449	3	3	1	2	1	3
0	1	.4857409	.7521509	0	-2.234056	-.1657912	100				0	1	1	-.7248973	.5254762	3	3	3	3	2	2
0	1			0	-1.399596	-.0664947	60				0	0	0	-.5719634	.3271421	3	2	2	2	2	1
1	1	.152614	-.4269894	1	.1501142	-.7615712	71	.9230769	.9310345	.9285714	0	0	0	.198976	.0395915	3	2	3	2	2	4
1	1	-.5366833	-.1347945	1	-.445928	-1.655241	71	1	.4827586	.6428571	0	0	0	.2245797	.050436	3	3	3	3	2	1
0	1			0	-.8035536	-.5629779	85				0	0	0	-.3616795	.1308121	3	2	3	1	2	2
0	1	-.1784273	.2458431	0	-.8035536	-.8608677	78				0	1	1	-.1004176	.0100837	3	3	3	2	2	1
0	1	.1990452	.0545784	1	-.0883026	-.6622744	75				0	0	1	-.0940452	.0088445	3	2	5	2	2	4
0	1			0	.2693228	.330692	85				0	0	0	.4029897	.1624007	3	2	3	2	2	1
1	1	-.7025477	.3124749	1	1.699825	.1320989	71	1	.8235294	.9	0	0	1	.8743505	.7644889	3	1	2	2	1	4
0	1			0	.1501142	-1.953131	60				0	0	0	-.0239506	.0005736	3	4	2	4	5	1
0	1	.4762301	.6111079	1	-.3267197	.2313955	96				0	0	1	1.046586	1.095343	3	4	5	4	5	2
1	1	.5697424	.0398824	1	1.222991	-.7615712	93	.8461539	.6206896	.6904762	0	0	1	.4222274	.1782759	3	2	3	2	2	2
0	1			0	-.9227622	-2.052428	78				1	0	1	.6451347	.4161988	3	3	3	1	4	2
0	1			1	.6269484	-.2650878	46				1	0	0	.7598353	.5773497	3	4	5	4	5	1
0	1			1	1.3422	.7278786	92				0	0	0	1.19952	1.438848	3	1	2	2	2	1
0	1	-.0482508	-.4199789	0	1.103783	-.6622744	100				1	0	1	-.7248973	.5254762	3	3	1	3	2	3
0	1	.3057175	.1356287	0	.8653655	.0328019	75				0	0	1	.0397719	.0015818	3	2	2	2	3	1
1	1			1	1.819033	1.621549	93	.5384616	.3793103	.4285714	0	1	1	1.033905	1.06896	3	1	2	1	5	4
1	1			0	.2693228	.0328019	81	1	.7931035	.8571429	0	0	0	.3775771	.1425644	3	2	3	2	2	2
0	1	.5569801	-.4411026	0	-1.87643	-1.555945	100				0	0	1	-1.15821	1.34145	3	2	5	2	1	4
0	1			1	.0309059	-.4636813	90				0	0	0	.3711284	.1377363	3	4	5	4	5	3
1	1	.1794704	.67659	0	1.103783	-.5629779	58	.8461539	.8965517	.8809524	0	0	0	-.0302081	.0009125	3	3	3	3	2	1
0	1			0	.8653655	-.0664947	90				0	0	0	.5431789	.2950433	3	4	5	4	5	3
0	1			0			77				0	0	0	.8235577	.6782473	3	4	5	4	5	1
1	1			0	-.3267197	-2.052428	89	0	0	0	1	0	1	-.361807	.1309043	3	3	1	3	1	3
1	1			1	.8653655	-1.059461	72	.9230769	.8965517	.9047619	0	0	0	.4537637	.2059015	3	4	4	4	2	2
1	1	.6019261	.08766	1	.2693228	-.0664947	40	.8461539	.1764706	.4666667	0	0	0	1.282448	1.644674	3	3	2	3	2	1
1	1	-.053908	-.2402143	1	-.3267197	-.2650878	42	1	.9310345	.952381	0	1	1	.1162324	.01351	3	3	3	3	4	3
1	0	-.4273484	.3049087	0			79	.9230769	.8823529	.9	0	0	1	1.186903	1.408739	3	4	5	4	5	1
1	1			1	1.222991	1.224362	89	0	0	0	0	0	0	1.390796	1.934312	3	3	1	3	1	3
0	1	.4913332	.1311891	0	-.6843451	-1.258054	91				0	0	0	-.4827521	.2330495	3	2	2	2	2	1
0	1			0	-1.161179	-1.456648	91				1	0	1	-.4700075	.2209071	3	4	3	2	1	2
0	0			0			87				0	0	0	.3520117	.1239123	3	4	5	4	5	2
0	0			0			77				0	0	1	-.138651	.0192241	3	4	5	4	5	1
1	1			0			42	.5384616	.2413793	.3333333	0	0	1	-.2597044	.0674464	3	4	5	4	5	3
1	1	.4913332	.1311891	0	-1.161179	-.4636813	89	0	0	0	1	0	1	-.533851	.2849969	3	2	2	2	2	1
0	1	-.0073193	.2750743	0	1.938242	1.125065	87				0	0	0	1.103936	1.218675	3	2	5	2	2	1
1	1			0	-.5651366	.1320989	89	0	0	0	0	0	0	.4222274	.1782759	3	2	1	2	5	1
0	1			0	-.0883026	-.0664947	45				1	0	1	-.0366951	.0013465	3	4	5	4	5	4
1	1			0	-.8035536	-1.158758	65	0	0	0	0	1	1	-.8966738	.8040239	3	1	1	4	5	2
0	0			0			100				0	0	1	-.0813009	.0066098	3	4	5	4	5	1
1	1	.2087426	-.2535663	0			101	1	.9310345	.952381	1	0	1	.4793673	.229793	3	4	5	4	5	4
0	1			1	.3885313	.2313955	95				0	0	0	.441223	.1946778	3	2	3	2	5	2
1	1	-.8541952	.1468515	1	.0309059	.1320989	80	1	.8275862	.8809524	0	0	1	.0078852	.0000622	3	2	2	3	2	1
1	1	.0347423	.4135042	0	1.222991	.1320989	101	1	.8965517	.9285714	1	1	1	.3138801	.0985207	3	4	5	4	5	2
0	1			1	.1501142	.7278786	103				0	0	1	.3265227	.1066171	3	4	5	4	5	3
0	1	-.6856613	-.2241077	1	-.445928	-1.456648	96				0	0	0	.2819172	.0794773	3	2	2	2	2	1
1	1	-.3712116	.0348123	1	-.3267197	.7278786	66	1	.8235294	.9	0	1	0	.7279105	.5298536	3	4	5	4	5	1
0	1	-.0186601	.1534547	1	.984574	-1.655241	57				0	0	0	1.728416	2.987422	3	3	1	3	1	3
1	1	.2564406	-.255512	1	-.0883026	-.2650878	80	1	.9655172	.9761904	0	0	0	.5686679	.3233832	3	3	3	3	2	2
1	1			0	-1.399596	-.5629779	94	0	0	0	1	0	1	-.3999	.1599201	3	3	2	3	2	1
0	1			1	1.3422	.9264717	55				0	0	0	1.467154	2.152541	3	4	5	4	5	1
1	1	-.056643	-.1533067	1	-.2075111	.7278786	36	.7692308	.4117647	.5666667	0	0	0	1.021104	1.042653	3	3	4	3	2	3
1	1	-.3737505	.1154893	0	.2693228	.6285821	61	.9230769	.8965517	.9047619	1	1	0	-.2659493	.070729	3	3	2	3	2	1
0	1	.2315967	.4952036	0	.0309059	-.4636813	59				0	1	0	.8554187	.7317412	3	4	5	4	5	1
1	1	-.4693167	-.3184707	0	-1.161179	-1.258054	66	.8461539	.7586207	.7857143	1	0	0	.0462905	.0021428	3	4	5	4	5	1
0	1			1	.1501142	-.6622744	51				0	0	1	.6132737	.3761046	3	4	5	3	1	1
1	1	.5792526	-.2623129	1	.3885313	.7278786	66	.7692308	.8823529	.8333333	0	0	1	.9958119	.9916413	3	4	5	4	5	4
1	1			0	-.2075111	-.6622744	63	.9230769	.8275862	.8571429	0	0	0	-.406145	.1649537	3	4	5	4	5	1
1	1	-.2478955	-.4130108	0			63	1	.7241379	.8095238	0	0	1	-.4507953	.2032164	3	4	5	4	5	4
1	1			0	.1501142	-.4636813	63	0	0	0	1	0	1	.5621107	.3159685	3	4	5	4	5	2
0	1			0			37				0	0	0	.0397719	.0015818	3	4	5	4	5	3
1	1	-.6185374	-.4000747	0	-.3267197	-.4636813	61	.9230769	.8965517	.9047619	0	0	0	.3966237	.1573104	3	2	2	2	1	4
0	1	.5333009	.3113301	1			54				1	0	0	.5431789	.2950433	3	4	5	4	5	4
1	1	.211533	-.3422337	0	1.103783	.6285821	58	.9230769	.8275862	.8571429	0	0	0	.8809078	.7759986	3	2	1	2	1	1
1	1	.1851276	.4968255	0	.0309059	-.4636813	58	.9230769	.8965517	.9047619	1	1	0	.2626728	.068997	3	2	2	3	3	1
1	1	.5768118	-.1847547	0	-.3267197	.2313955	99	1	.862069	.9047619	1	0	1	-.6550002	.4290253	3	2	3	2	1	2
0	1			0	.1501142	.4299885	83				0	1	1	.626018	.3918985	3	4	3	4	1	2
0	1			0			55				1	1	1	1.358826	1.846408	3	4	5	4	5	1
0	1			0	-.3267197	.7278786	83				0	1	0	.046144	.0021293	3	4	5	4	2	1
1	1	.513626	-.1339295	1	.1501142	-.0664947	99	.9230769	.8275862	.8571429	1	0	1	-.7183849	.5160768	3	2	1	2	1	3
0	1	-.5858703	.5188615	0	-1.161179	-.8608677	53				1	0	0	-.5528467	.3056394	3	3	3	2	2	3
1	1	.2030854	-.0738018	0	-1.280388	-.0664947	61	.9230769	.9655172	.952381	0	1	0	-.393343	.1547187	3	4	2	4	4	2
1	1	-.3245673	.0663488	0	-.445928	-.8608677	61	1	1	1	0	0	0	-.349005	.1218045	3	1	1	2	1	1
1	1			1	-.0883026	-.8608677	94	.0769231	0	.0238095	0	1	1	.37102	.1376559	3	1	1	4	5	2
0	1			1	-.0883026	-.1657912	103				0	0	0	.7662077	.5870742	3	2	5	4	5	3
0	1			0	-1.280388	-.6622744	52				1	1	1	-1.15821	1.34145	3	1	4	2	1	2
0	1			1	.7461569	-1.059461	52				1	0	1	.2755448	.0759249	3	2	3	2	2	4
0	1	.4200284	.440007	1	1.222991	.8271752	57				0	1	0	1.307848	1.710466	3	3	1	3	1	2
1	1			0	.8653655	.5292856	94	0	0	0	0	0	0	.9511618	.9047088	3	2	2	3	2	3
0	1	-.0623556	.0282176	0			92				1	0	1	.9191412	.8448205	3	4	5	4	5	4
0	1			1	-.3267197	-.3643845	92				0	0	1	.1034943	.0107111	3	2	2	4	5	1
0	1	.3056533	.1376697	0	.3885313	.0328019	100				0	0	0	.4794567	.2298787	3	2	1	2	1	1
1	1	.6258238	-.2284541	1	.1501142	.9264717	93	1	.8275862	.8809524	0	0	0	.7791178	.6070245	3	2	2	1	2	2
0	1	.2019674	-.0382786	0	.3885313	.6285821	59				0	1	0	1.174031	1.378349	3	4	5	4	5	1
0	1	.1754856	.8032103	0	.5077398	-.7615712	59				0	0	0	.7343462	.5392644	3	4	5	4	5	1
0	1	-.0060782	-.2463495	0			92				0	0	1	1.505388	2.266192	3	4	5	4	5	1
0	1	.2568462	.1748573	0	1.103783	.330692	59				0	1	0	.4157342	.1728349	3	4	5	4	5	1
1	1	.5626088	.2665606	0			71	1	.5294118	.7333333	1	0	1	1.0848	1.176792	3	4	5	4	5	1
0	1	.6077253	.3466439	1	1.819033	.7278786	48				0	0	1	.6069013	.3683293	3	4	5	4	5	4
0	1			1	.7461569	-.2650878	48				0	0	0	1.05933	1.122181	3	4	1	4	1	3
0	1			1	1.461408	.330692	48				0	0	1	1.05933	1.122181	3	2	2	2	2	4
0	1	-.6211432	.1259892	1	1.580616	.330692	48				1	0	1	.778952	.6067662	3	1	1	4	5	4
0	1			0	1.461408	-.2650878	48				0	0	1	.8872802	.7872662	3	4	1	1	1	1
0	1	-.41332	-.140858	1	.0309059	-.8608677	102				0	1	1	.2564281	.0657554	3	4	4	4	4	1
1	1	.495779	.4331782	1	-.8035536	-.3643845	74	1	.6896552	.7857143	1	0	0	.0715821	.005124	3	4	5	4	5	1
1	1	-.3275073	.1597682	0	-.6843451	-.9601645	69	1	.8275862	.8809524	0	1	1	.0971858	.0094451	3	4	2	4	2	1
0	1			1	1.819033	.6285821	38				1	1	1	.995608	.9912353	3	2	2	2	1	1
0	1			0	-.6843451	.1320989	47				0	0	0	-.5783358	.3344722	3	3	2	2	2	1
1	1	.1963102	.1414859	0	.2693228	.0328019	81	.8461539	.5172414	.6190476	0	0	1	.0078852	.0000622	3	2	1	2	2	1
0	1	.4056612	-.1739079	1	.984574	.0328019	78				0	0	1	.5877846	.3454908	3	2	2	1	1	4
0	1			0	.0309059	.2313955	85				0	1	1	.3520117	.1239123	3	2	1	1	1	2
0	1	.2060076	-.1666587	1	.3885313	-.0664947	70				0	0	1	.7279738	.5299459	3	1	3	1	4	2
1	1	.2988607	-.1284725	1	-.0883026	-.9601645	62	.9230769	.5172414	.6428571	1	0	0	.2052207	.0421156	3	3	1	3	1	3
0	1	-.1683329	.4070677	1	1.103783	-.1657912	78				0	1	1	.9764913	.9535352	3	3	2	3	2	2
1	1	-.1100069	.0674036	0	-1.518805	-.3643845	76	1	.9655172	.9761904	0	1	1	-.8779395	.7707777	3	2	2	2	1	4
0	1	.1756174	.7990208	1	1.699825	.7278786	70				0	1	0	1.651949	2.728936	3	3	3	3	1	3
1	1			0	.984574	-1.357351	76	.9230769	.8275862	.8571429	1	0	1	.0653372	.0042689	3	1	3	1	2	4
0	1			0	-1.399596	-1.953131	85				0	1	1	-.1195343	.0142884	3	2	2	4	5	4
1	1	.2619571	-.4308057	1	.0309059	-.1657912	62	1	.7931035	.8571429	0	1	0	-.1132638	.0128287	3	3	2	2	1	1
0	1			1	-1.161179	-1.059461	70				0	0	0	.2436835	.0593817	3	1	3	1	1	2
1	1	.2495159	-.0354722	0	-.8035536	-.0664947	58	.8461539	.7931035	.8095238	1	0	0	-.1894504	.0358915	3	3	3	2	2	1
0	1			0	-.2075111	.4299885	95				0	0	0	.3392672	.1151022	3	4	5	4	5	4
0	1			0	.1501142	-.1657912	96				0	0	0	.1863335	.0347202	3	4	2	4	2	4
0	1	.1893855	.3615257	1	1.461408	.330692	96				0	0	0	1.68381	2.835217	3	4	5	4	5	3
0	1			0	-.8035536	-1.158758	83				0	0	0	-.5528467	.3056394	3	4	5	4	5	2
0	1			1	.0309059	.1320989	55				0	0	1	1.167659	1.363427	3	4	5	4	5	3
1	1	.5682188	-.3549636	0	.2693228	-.4636813	74	1	.8823529	.9333333	0	0	0	1.537236	2.363095	3	4	5	4	5	1
1	1			1	-.5651366	1.025769	69	.6153846	.4137931	.4761905	0	0	1	.5749127	.3305246	3	4	1	4	5	4
0	1			0			56				1	0	1	-.0303227	.0009195	3	4	5	4	5	1
0	1			1	.6269484	-1.059461	56				1	0	1	1.403432	1.969621	3	1	1	1	1	4
1	1	.5175986	-.260161	0	-.5651366	.4299885	74	1	.862069	.9047619	0	0	0	.0653372	.0042689	3	4	5	4	5	1
1	1	.6241513	-.1753099	1	1.3422	1.025769	74	1	.9411765	.9666666	0	0	0	1.549726	2.401649	3	4	5	4	5	2
0	1			0	-.3267197	-.0664947	56				1	0	1	.0333995	.0011155	3	2	3	2	1	1
1	1	.3139988	-.1662428	0	.3885313	-.1657912	69	.9230769	.8275862	.8571429	0	0	0	.2055331	.0422438	3	4	1	4	2	1
0	1			1	.8653655	1.422955	51				0	0	0	1.154914	1.333827	3	3	2	1	1	2
1	1	.4560211	-.260439	1	1.103783	-.1657912	40	1	.7647059	.8666667	1	1	1	.9255579	.8566574	3	4	5	4	5	2
0	1			1	.8653655	1.125065	39				1	0	1	.6578795	.4328054	3	2	3	1	1	2
0	1	-.4777643	-.0500388	1	-.6843451	.2313955	102				0	1	0	.1480999	.0219336	3	4	2	4	2	1
0	1	.4918796	.5570875	1	-.2075111	-.0664947	57				0	0	1	-.2087456	.0435747	3	4	3	4	3	3
0	1	.4981084	-.0840987	0	.5077398	.1320989	87				0	1	1	-.1513955	.0229206	3	3	5	2	2	1
0	1			1	1.580616	1.323658	82				0	1	0	.6451347	.4161988	3	2	2	2	2	4
1	1			1	1.103783	1.125065	68	0	0	0	0	1	1	1.479784	2.18976	3	1	3	2	1	4
1	1	.2019032	-.0362376	0	.2693228	-.5629779	93	1	.7586207	.8333333	0	1	0	.9511618	.9047088	3	1	2	2	2	1
0	1			0	-.8035536	-.5629779	47				0	1	1	-.7503862	.5630794	3	3	5	4	5	1
0	1			0	-1.161179	-1.158758	60				0	1	0	-.5528467	.3056394	3	1	3	1	2	1
0	1			0	-.0883026	.2313955	73				1	0	0	.3583839	.128439	3	2	1	1	2	1
1	1	.1864416	.4550717	0	-.2075111	.4299885	58	1	.862069	.9047619	0	1	0	-.2216111	.0491115	3	2	2	4	5	1
1	1	-.0662085	.1506484	1	-1.280388	-.3643845	99	.9230769	.7586207	.8095238	0	1	0	.1162324	.01351	3	2	3	3	2	1
0	1	-.135128	.383668	1	-.445928	.330692	57				0	0	0	-.4827521	.2330495	3	1	2	2	2	1
0	1	-.4480884	.5206838	0	.6269484	-.9601645	84				0	1	1	-.3807962	.1450058	3	3	1	3	1	3
1	1	-.0729926	.3662173	1	-.5651366	-.3643845	99	1	1	1	0	1	0	-1.037182	1.075746	3	3	5	3	5	1
0	1	-.3454739	.7306767	1	.1501142	-.7615712	53				1	1	1	.3647563	.1330471	3	2	2	2	2	4
0	1			0	1.222991	1.621549	103				0	1	0	1.505388	2.266192	3	4	5	4	5	1
1	1	-.0746183	.4566019	1	-.5651366	.4299885	99	.8461539	.8965517	.8809524	1	1	1	-.4507953	.2032164	3	1	2	2	2	1
0	1			0	-.0883026	-.4636813	91				0	0	1	.1480999	.0219336	3	2	3	2	3	1
0	1			0	-.445928	-1.853834	100				1	1	1	-1.502311	2.256938	3	3	2	3	4	1
1	1	-.124987	.5434141	1	.3885313	-.2650878	88	.9230769	.8275862	.8571429	0	1	1	.8297005	.6884029	3	3	3	3	2	2
0	1			1	.1501142	-.1657912	95				1	1	1	.3775006	.1425067	3	4	3	4	2	1
1	1	.1918555	-.1602219	1	-.3267197	.330692	69	.9230769	.7931035	.8333333	0	1	0	.4603207	.2118951	3	3	1	3	1	3
1	1	-1.006851	.0969474	1	-1.399596	-1.059461	66	.9230769	.8275862	.8571429	0	1	1	-.419259	.1757781	3	4	5	4	5	1
0	1			0	-1.518805	-1.456648	52				0	1	1	-1.578778	2.492539	3	2	3	2	2	2
1	1			0	-.0883026	.6285821	50	.8461539	.9310345	.9047619	0	1	1	.2626728	.068997	3	2	2	2	1	1
0	1			0	-.6843451	1.025769	83				0	1	0	-.138651	.0192241	3	4	2	4	2	1
1	1			0	-.6843451	.330692	4	.3846154	.2413793	.2857143	1	1	0	.3519734	.1238853	2	2	2	4	5	2
0	1			1	.2693228	-.4636813	112				1	1	1	-.2597235	.0674563	1	2	2	2	1	4
0	1	.1991006	.0528186	1	.5077398	-.1657912	112				0	1	0	-.0494397	.0024443	1	3	3	3	5	4
1	1			0	-1.399596	-1.059461	108	.4615385	.2758621	.3333333	0	1	0	-.1960074	.0384189	1	3	3	3	2	4
0	1	-.1193588	.3258468	0	-.9227622	.6285821	112				1	1	1	.4157342	.1728349	1	2	3	2	2	4
1	1	.5205209	-.353018	1	1.103783	1.025769	104	.9230769	.7931035	.8333333	0	1	0	1.390796	1.934312	1	2	3	2	2	4
1	1			1	1.3422	.6285821	108	0	0	0	1	0	1	.3329268	.1108402	1	2	2	4	5	4
0	1			1	.7461569	-.3643845	106				0	1	0	.1927056	.0371355	1	4	5	4	5	3
1	1			1	-.5651366	-1.953131	108	.5384616	.3448276	.4047619	0	1	1	-.476399	.226956	1	1	1	2	1	2
0	1	.5599808	.3500681	0	-.0883026	.0328019	112				0	0	0	.594157	.3530226	1	1	1	2	2	4
0	1	.5841949	.6510864	1	-.3267197	.1320989	112				0	0	1	-.2278622	.0519212	1	4	5	4	5	2
0	1	.566896	-.3129286	1	.2693228	-1.456648	112				0	1	0	-.0685563	.0047	1	2	3	2	1	4
1	1	.2328167	.495161	1	1.461408	-.0664947	105	1	.9655172	.9761904	0	1	0	1.193148	1.423601	1	3	1	3	1	3
1	1	.3236111	-.4329576	1	.7461569	-.1657912	105	1	.7241379	.8095238	1	0	1	.5174606	.2677655	1	2	2	2	2	4
1	1			1	-.0883026	-.1657912	105	1	.7241379	.8095238	0	1	1	.3073231	.0944475	1	2	3	2	1	4
1	1	.2002185	.0172954	1	-.5651366	.2313955	105	.9230769	1	.9761904	0	1	1	.6198753	.3842453	1	3	2	3	2	4
1	1	.1919109	-.1619817	1	.2693228	.2313955	110	1	.6896552	.7857143	1	1	1	.4284723	.1835885	1	4	5	4	5	4
1	1	.4095089	-.1737613	1	-.3267197	.4299885	108	.9230769	.8275862	.8571429	1	1	1	.6707705	.4499331	1	2	3	2	2	4
1	1			0	-1.518805	.6285821	108	0	0	0	1	1	1	-.482956	.2332465	1	2	3	2	2	4
1	1			1	.3885313	-1.258054	108	.3846154	.2413793	.2857143	1	1	1	-.2977977	.0886835	1	3	3	3	2	4
0	1			1	.6269484	.4299885	106				0	1	1	-.0239506	.0005736	1	4	5	4	5	2
0	1			1			106				0	1	0	.3583839	.128439	1	4	5	4	5	2
1	0			0			104	.4615385	.2413793	.3095238	0	1	1	.2817194	.0793658	1	4	5	4	5	4
0	0			0	.2693228	-.3643845	106				0	0	1	.2054501	.0422098	1	4	5	4	5	4
