"","treat","lictec2","motivation","barriers","consiglio_lictec2","stdmatIII","stditaIII","school","perc_participation_orient","perc_participation_calp","perc_participation","late","female","immigrato_prima_gen","stdinvalsiI","stdinvalsiI_2","province","educmother","occmother","educfather","occfather","citizenship","preds","sqrt","excesserror","debiasederror","mom_working_class","mom_high_class","mom_home","mom_unemp","mom_miss","dad_working_class","dad_high_class","dad_home","dad_unemp","dad_miss","mom_educ_uni","mom_educ_hs","mom_educ_lhs","mom_educ_mis","dad_educ_uni","dad_educ_hs","dad_educ_lhs","dad_educ_mis","std_cit_latin","std_cit_afric","std_cit_asia","std_cit_easteur","province_pd","province_bs","province_mi","province_to","province_ge"
"212",1,1,0.5120732,-0.0845861,1,-0.445928,1.621549,"8",1,0.8965517,0.9285714,0,0,0,-0.476399,0.226956,"2","1","2","1","2","3",0.0169401131499739,0.0614835280364657,6.242463970078e-07,0.0637039368529297,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
"213",0,1,NA,NA,1,0.6269484,0.330692,"19",NA,NA,NA,0,0,1,1.046586,1.095343,"2","4","2","4","2","4",0.0694168491049683,0.0425449818923079,4.45738490903336e-07,0.0317909100968008,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0
"214",1,1,0.6457758,0.6512567,1,1.103783,1.025769,"23",1,0.7647059,0.8666667,0,0,0,1.09729,1.204045,"2","1","3","1","2","3",0.0587841490038005,0.0391622670553455,2.41896820275594e-07,0.0034869353832601,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
"215",1,0,NA,NA,0,-0.9227622,-0.8608677,"3",0.8461539,0.7931035,0.8095238,1,1,1,-0.5719443,0.3271203,"2","3","3","3","1","4",0.0325436218028697,0.072049455389256,6.61334512996338e-07,0.267339642933283,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0
"216",0,0,-0.7864026,-0.0503637,1,0.8653655,0.1320989,"5",NA,NA,NA,1,1,1,1.231381,1.516299,"2","4","4","4","4","4",0.0362525523768238,0.0443085956032277,3.53598100129232e-07,0.759943908331081,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0
"217",0,0,0.2443962,0.5704719,1,0.2693228,-0.2650878,"15",NA,NA,NA,1,1,1,0.9573746,0.9165661,"2","3","3","3","2","3",0.0639434550726152,0.0445462235221957,4.37690385483941e-07,0.713458676095925,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
"218",0,0,-0.1116151,0.1185068,0,-0.2075111,-0.2650878,"6",NA,NA,NA,0,1,0,-0.5082411,0.258309,"2","3","3","1","2","2",-0.0232419399643966,0.0784813667683243,5.52424837191978e-07,0.402874759506409,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0
"219",0,0,-0.7783046,-0.3076864,0,-1.87643,-0.6622744,"14",NA,NA,NA,1,1,1,-0.7312695,0.5347551,"2","3","2","3","2","4",-0.0216130064820712,0.0956507954652427,5.89196155131943e-07,0.253374384141565,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0
"220",0,0,0.6018496,0.0900898,0,-0.0883026,0.2313955,"25",NA,NA,NA,1,0,1,0.0079106,6.26e-05,"2","1","1","2","4","4",0.0562669031758835,0.0498881857036064,4.96284266297656e-07,0.577482479951886,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
"221",0,0,NA,NA,0,NA,NA,"19",NA,NA,NA,1,0,0,0.0079106,6.26e-05,"2","4","5","4","5","3",0.0407874119732537,0.0657582192554726,6.22933012984928e-07,0.346823910596125,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
"222",0,0,0.6145005,0.1313562,0,-0.0883026,-2.151724,"25",NA,NA,NA,1,0,1,0.3583839,0.128439,"2","1","2","1","2","4",0.0762376844609708,0.0396970305765951,4.41899905830338e-07,0.656407556633682,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
"223",1,0,NA,NA,0,-0.3267197,0.0328019,"8",0.0769231,0,0.0333333,0,1,1,0.8684184,0.7541505,"2","4","5","4","5","4",0.0594858354729029,0.0434220652295802,3.70216110883977e-07,0.727702072998011,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0
"224",0,0,NA,NA,0,-0.9227622,-1.258054,"9",NA,NA,NA,0,1,1,0.0652607,0.004259,"2","3","3","2","2","2",0.120317415979862,0.0524587829934531,4.53722673601853e-07,0.688585823065342,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0
"225",1,0,NA,NA,0,NA,NA,"22",0,0,0,0,1,1,-0.6165946,0.3801889,"2","4","5","4","5","4",-0.00514321759716424,0.0860647543960256,7.66301113562853e-07,0.31955611571767,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0
"226",0,0,NA,NA,0,0.3885313,-1.357351,"19",NA,NA,NA,1,0,1,0.8490468,0.7208805,"2","3","1","3","5","4",0.0759135116993027,0.0494138825508533,4.36679422290246e-07,0.585633287219828,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0
"227",1,0,-0.125081,0.0644141,1,-1.518805,-0.2650878,"18",1,0.7931035,0.8571429,1,1,1,-0.7886388,0.6219512,"2","4","4","4","4","2",-0.024588691643652,0.0859478248304431,9.13638252701784e-07,0.343074600593216,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0
"228",1,0,-0.0618742,0.0129188,0,NA,NA,"23",0.9230769,0.7586207,0.8095238,1,0,1,-0.1385554,0.0191976,"2","4","5","4","5","1",0.066442886587624,0.0759912998406604,7.54324807539793e-07,0.221701603531477,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0
"229",0,0,-0.4272848,-0.1403706,0,-0.5651366,-0.3643845,"17",NA,NA,NA,0,1,0,-0.2915847,0.0850216,"2","3","3","3","2","2",0.10531180319524,0.0608165944310238,5.11467147251409e-07,0.336779560101449,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0
"230",0,0,NA,NA,0,0.6269484,-0.9601645,"20",NA,NA,NA,0,1,0,-0.6739194,0.4541674,"2","3","1","3","1","3",-0.0189645867505418,0.0930865324934964,5.87226080728727e-07,0.394563531180255,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
"231",0,0,-0.4356478,-0.3178879,0,-0.2075111,0.330692,"21",NA,NA,NA,0,0,0,0.5240622,0.2746412,"2","1","1","3","2","1",0.0148923789009606,0.0401392251791245,3.71686998385005e-07,0.749747942430492,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
"232",0,0,-0.3739385,-0.3217996,0,-0.445928,0.0328019,"21",NA,NA,NA,0,0,0,0.7662077,0.5870742,"2","3","2","3","2","2",0.0555123230518036,0.048815866131678,4.6079602879369e-07,0.684240885882977,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0
"233",1,0,-0.3820358,0.3787614,0,-0.6843451,0.9264717,"8",0.9230769,0.7586207,0.8095238,0,0,0,0.0906288,0.0082136,"2","1","2","3","2","1",0.0896123144896633,0.0448560940951734,4.16908014451129e-07,0.731130389214618,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
"234",1,0,-0.7388535,0.3956809,0,-0.8035536,-0.4636813,"11",1,0.8965517,0.9285714,1,0,1,-0.9859744,0.9721456,"2","3","3","3","2","2",-0.00330135072975692,0.0894481017761922,9.31470335940777e-07,0.258186349168362,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0
"235",0,0,-0.4790141,-0.010326,1,-1.161179,-1.655241,"13",NA,NA,NA,0,0,0,-0.4254017,0.1809666,"2","3","2","3","2","4",0.0538187113234813,0.0648634698274949,5.77046057235768e-07,0.286110415357928,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0
"236",0,0,NA,NA,0,-1.161179,-0.8608677,"19",NA,NA,NA,0,1,0,-0.3107016,0.0965355,"2","3","3","1","2","2",0.0834634495166705,0.0577845535733546,5.14237667829187e-07,0.373332726251713,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0
"237",0,0,NA,NA,0,-0.0883026,-1.555945,"13",NA,NA,NA,0,1,1,-0.5401021,0.2917103,"2","3","3","3","2","4",-0.0340598729485758,0.0857497179062141,5.58259613042162e-07,0.261268800690592,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0
"238",0,0,-0.8469298,-0.0840162,0,0.7461569,-0.0664947,"21",NA,NA,NA,1,1,1,0.1544722,0.0238617,"2","3","3","3","2","4",0.125724435719126,0.0414770956949975,4.43471080544643e-07,0.592257706742837,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0
"239",1,0,-0.4479688,0.516883,0,-0.6843451,-0.0664947,"23",0.8461539,0.5294118,0.6666667,0,0,0,0.613318,0.376159,"2","3","2","3","2","1",0.0780511252905979,0.0562163865258774,3.99419849221674e-07,0.723333802292641,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0
"240",0,1,0.4476377,0.0059519,0,-0.5651366,0.0328019,"25",NA,NA,NA,0,1,1,0.1927056,0.0371355,"2","2","2","2","4","4",0.0407739160702871,0.0386499587748471,4.02905885123281e-07,0.0164526471694863,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
"241",0,1,0.3208761,-0.34605,1,0.5077398,0.1320989,"25",NA,NA,NA,0,1,1,0.2946614,0.0868254,"2","2","3","3","2","4",0.0800445549578492,0.0423685118894764,4.20025121126575e-07,0.0182527668348148,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
"242",0,1,0.5205209,-0.353018,1,0.7461569,0.8271752,"6",NA,NA,NA,0,0,1,1.728416,2.987422,"2","1","1","1","1","1",0.0288841219851644,0.0369500560494403,3.47416250929366e-07,0.0155768739275283,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
"243",0,1,NA,NA,0,0.3885313,-0.1657912,"19",NA,NA,NA,1,0,1,0.3010338,0.0906214,"2","2","3","2","2","4",0.0989283661172201,0.0451868927718128,4.53827985510136e-07,0.0516821629029201,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
"244",1,1,0.190653,0.3212505,1,-0.445928,0.330692,"10",1,0.7931035,0.8571429,0,1,0,0.4156704,0.1727819,"2","2","2","2","2","4",0.0507714950539621,0.0402985884983859,3.08720977928905e-07,0.00505132088440902,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
"245",0,1,-0.0729926,0.3662173,1,1.103783,0.0328019,"6",NA,NA,NA,0,0,0,1.263242,1.595782,"2","3","1","3","1","3",0.0637761913646815,0.0465700493775682,4.25731859292487e-07,0.0228459129671314,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
"246",1,1,-0.8290144,-0.1263494,0,-0.445928,-0.6622744,"2",1,0.8823529,0.9333333,0,0,1,0.6770152,0.4583496,"2","2","3","2","2","3",0.0672456561253572,0.0380862604245297,2.8023664004801e-07,0.0118359605405372,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
"247",1,1,0.3616326,-0.1661475,0,-1.280388,-0.1657912,"2",1,0.6551724,0.7619048,0,1,1,0.2373814,0.0563499,"2","3","2","2","1","4",0.0851937559845686,0.0379521455619831,4.08062136864442e-07,0.00647250325093158,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0
"248",0,1,-0.3302976,0.2484356,1,0.5077398,0.8271752,"6",NA,NA,NA,1,1,1,0.8426744,0.7101002,"2","2","3","2","1","4",0.073739264508313,0.0404620238322724,3.73401433238653e-07,0.018934738274699,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
"249",1,1,-0.3740785,0.1259095,0,-0.0883026,0.1320989,"4",0.8461539,0.8965517,0.8809524,0,1,1,0.0400458,0.0016037,"2","3","2","3","2","4",0.127165306211897,0.0579695273194951,4.77986901786807e-07,0.0304607806993648,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0
"250",1,1,-0.0675225,0.1924021,1,0.5077398,-0.9601645,"10",1,0.862069,0.9047619,1,1,1,0.0715821,0.005124,"2","3","2","2","1","4",0.126333972380083,0.0460993450656931,4.65599634999161e-07,0.0181450536395749,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0
"251",1,1,0.6775531,-0.3584987,1,1.3422,0.7278786,"10",0.9230769,0.9310345,0.9285714,0,1,0,0.3138801,0.0985207,"2","3","2","3","2","2",0.0889752914037521,0.0428792567719665,4.2186664137145e-07,0.0102794354150272,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0
"252",0,1,0.2047578,-0.126946,0,-0.8035536,-1.555945,"16",NA,NA,NA,0,0,0,-0.8714589,0.7594407,"2","1","4","3","1","2",-0.0266548062346646,0.0855032900482333,5.80533636033398e-07,0.160569834105261,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
"253",0,1,0.0583019,-0.3351278,1,0.6269484,-1.158758,"5",NA,NA,NA,0,1,1,0.2181947,0.0476089,"2","4","3","4","4","2",0.085451583306682,0.0321410083684126,4.52094253545735e-07,0.0264616691581283,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0
"254",1,1,-0.0583452,-0.0604923,0,-1.161179,-1.158758,"18",1,0.9310345,0.952381,1,0,0,-0.7183849,0.5160768,"2","3","2","3","2","2",-0.00848141889608218,0.0859684786449801,8.17463706267814e-07,0.227768649962148,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0
"255",1,1,0.6566088,0.3070264,0,-1.399596,-1.555945,"18",1,0.9655172,0.9761904,1,1,1,-0.0111615,0.0001246,"2","3","3","1","1","3",0.100854461290913,0.0635369148057948,5.42555347254677e-07,0.0284421361807861,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0
"256",1,1,-0.003352,-0.3329759,1,0.2693228,0.6285821,"24",1,0.9310345,0.952381,1,1,1,1.110404,1.232998,"2","2","2","3","1","4",0.0584152453166278,0.0363513962728881,3.23673742228517e-07,0.00393869632449789,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
"257",1,1,-0.3275073,0.1597682,0,0.1501142,-0.6622744,"4",1,0.8275862,0.8809524,0,1,0,-0.0239634,0.0005742,"2","2","3","3","2","2",0.0262178152129328,0.0660711170561459,5.61737008769949e-07,0.0494651957939029,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
"258",0,1,NA,NA,1,-0.2075111,0.6285821,"9",NA,NA,NA,0,0,1,0.3966175,0.1573054,"2","2","3","3","2","4",0.0820272761478161,0.0435831161502603,4.46399675898588e-07,0.0335442113013794,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
"259",0,1,NA,NA,1,0.0309059,-0.3643845,"19",NA,NA,NA,1,0,0,1.180403,1.393352,"2","3","3","3","2","4",0.0663806114937169,0.0431739724734865,4.2200777091109e-07,0.0345095580963156,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0
"260",1,1,-0.012871,-0.0304994,1,0.8653655,1.522252,"23",1,0.7931035,0.8571429,1,1,1,0.3519734,0.1238853,"2","3","3","3","2","1",0.107693914005684,0.0460002658460127,4.3354493292563e-07,0.0171260672109897,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0
