"","treat","lictec2","motivation","barriers","consiglio_lictec2","stdmatIII","stditaIII","school","perc_participation_orient","perc_participation_calp","perc_participation","late","female","immigrato_prima_gen","stdinvalsiI","stdinvalsiI_2","province","educmother","occmother","educfather","occfather","citizenship","preds","sqrt","excesserror","debiasederror","mom_working_class","mom_high_class","mom_home","mom_unemp","mom_miss","dad_working_class","dad_high_class","dad_home","dad_unemp","dad_miss","mom_educ_uni","mom_educ_hs","mom_educ_lhs","mom_educ_mis","dad_educ_uni","dad_educ_hs","dad_educ_lhs","dad_educ_mis","std_cit_latin","std_cit_afric","std_cit_asia","std_cit_easteur","province_pd","province_bs","province_mi","province_to","province_ge"
"573",0,1,NA,NA,1,2.05745,1.125065,"103",NA,NA,NA,0,1,0,2.034284,4.138311,"3","1","3","1","5","2",0.0170754836718449,0.0339489441296438,2.22742391106526e-07,0.00020206444784815,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
"574",1,1,0.5654838,-0.268056,1,0.7461569,0.0328019,"94",1,1,1,0,0,0,0.504971,0.2549957,"3","3","2","3","2","1",0.00872967154456402,0.0536904573840714,3.87028832050445e-07,0.0434469386937544,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0
"575",1,1,NA,NA,1,0.6269484,-0.2650878,"36",0,0,0,0,0,0,0.8106539,0.6571597,"3","3","1","3","1","3",0.0553425108411267,0.0496937220087629,2.42231016087324e-07,0.0160586884356599,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
"576",0,1,0.532239,0.7883318,1,0.5077398,1.125065,"54",NA,NA,NA,0,1,1,1.588227,2.522464,"3","4","5","1","2","4",0.0252699261558696,0.0377120922428306,2.64536543892044e-07,0.00569540123755367,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0
"577",1,1,0.1919198,-0.1622629,0,-0.0883026,-0.0664947,"58",1,0.862069,0.9047619,0,1,0,0.1671274,0.0279316,"3","2","3","2","1","3",0.0559594480658843,0.0505818707905211,3.57488756539695e-07,0.00710303216351044,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
"578",0,1,NA,NA,1,NA,NA,"37",NA,NA,NA,0,1,0,0.6578795,0.4328054,"3","4","5","4","5","1",0.0329906100248198,0.0418831173656453,3.29510692039593e-07,0.00923721890583232,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0
"579",0,1,NA,NA,1,-0.445928,0.8271752,"95",NA,NA,NA,0,1,0,0.4029897,0.1624007,"3","4","5","4","5","2",0.0888317743924977,0.048226061236729,4.43721296934987e-07,0.026517612553624,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0
"580",0,1,0.5571004,-0.0016651,1,0.2693228,-0.6622744,"54",NA,NA,NA,0,0,0,0.8044411,0.6471255,"3","2","2","2","2","4",0.0487151644103542,0.0371692306856542,4.01367262044931e-07,0.0103752054934108,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
"581",0,1,0.6009413,0.5622128,1,1.819033,0.7278786,"77",NA,NA,NA,0,1,1,0.9764913,0.9535352,"3","2","5","2","2","4",0.0340017583789907,0.0346611189906689,3.01793628359229e-07,0.00437973932361281,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
"582",1,1,0.3154149,-0.172516,0,0.3885313,-0.5629779,"64",0.9230769,0.9655172,0.952381,0,0,0,0.1927311,0.0371453,"3","4","3","4","2","2",0.0867922375670531,0.0394368651338767,4.26096147760492e-07,0.0168985448790702,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0
"583",1,1,0.6034579,0.0389866,1,0.1501142,0.1320989,"43",1,0.9310345,0.952381,0,1,0,-0.0620565,0.003851,"3","3","5","1","2","2",0.0770460369340003,0.0730303928164115,6.01751730569675e-07,0.0449640172291691,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0
"584",1,1,NA,NA,1,0.0309059,1.224362,"64",0.5384616,0.4137931,0.452381,0,1,0,0.3966237,0.1573104,"3","3","5","3","2","2",0.0535470794155558,0.0460053751273216,3.54612773762787e-07,0.00616427746225021,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0
"585",0,1,NA,NA,0,-0.0883026,-1.357351,"82",NA,NA,NA,1,1,1,0.2181947,0.0476089,"3","2","3","2","4","2",0.0762572328884078,0.047997648308368,4.05210779493257e-07,0.0339131534518488,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
"586",1,1,NA,NA,0,-0.3267197,-0.6622744,"64",0,0,0,0,1,0,-0.5082473,0.2583153,"3","2","2","2","5","4",-0.0563548899640245,0.0686541062472718,6.07833811882524e-07,0.13839247167902,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
"587",1,1,0.5601119,-0.0973597,0,1.938242,1.224362,"63",0.9230769,NA,0.9230769,0,0,0,1.951266,3.807439,"3","4","5","4","5","4",0.0590955960549338,0.0598713967048106,3.21064089113384e-07,0.00884753675395362,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
"588",1,1,0.5317507,-0.2665978,1,-0.0883026,-0.4636813,"67",0.7692308,0.4827586,0.5714286,0,1,1,-0.6546879,0.4286162,"3","1","2","1","1","4",-0.0683602682436643,0.0832459407996236,7.31391269627324e-07,0.132135364274781,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
"589",1,1,0.214268,-0.4291413,1,0.7461569,0.1320989,"67",0.8461539,0.5294118,0.6666667,0,1,0,0.8428145,0.7103363,"3","1","3","1","2","4",0.0399792045319764,0.0314229571228632,1.32821756528262e-07,3.4283779669594e-05,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
"590",1,1,0.1665789,-0.4274768,1,0.2693228,0.330692,"67",0.8461539,0.7586207,0.7857143,0,1,1,0.434717,0.1889789,"3","2","4","2","2","4",0.0243250139264734,0.0299169773721897,1.57331693955409e-07,0.000133174475132941,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
"591",1,1,0.6091246,0.3021791,0,-0.3267197,1.224362,"67",0.9230769,0.9310345,0.9285714,1,1,1,-0.463597,0.2149222,"3","1","1","2","4","4",0.0122542788530412,0.065720431791863,4.88985214291979e-07,0.169135094410085,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
"592",0,1,0.5598266,-0.0882915,1,0.0309059,-0.0664947,"45",NA,NA,NA,0,0,0,0.0716331,0.0051313,"3","2","2","1","2","1",0.0372176224808057,0.0468590156301741,4.36100193003491e-07,0.0346898738952545,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
"593",1,1,NA,NA,1,1.103783,1.323658,"93",0,NA,0,0,0,1,1.505388,2.266192,"3","2","2","1","1","4",0.0218565579871814,0.0371945632674655,2.21627742051431e-07,0.00301535854519464,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
"594",1,1,0.4997166,-0.1352019,1,0.1501142,0.8271752,"79",1,0.8823529,0.9333333,0,0,0,0.7469571,0.557945,"3","2","2","2","2","1",0.0357484867716532,0.0342826206160955,2.04044818837055e-07,0.000701187588419817,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
"595",1,1,0.4969058,0.3973738,1,1.461408,0.330692,"79",1,0.7241379,0.8095238,0,0,0,0.5496213,0.3020836,"3","4","5","4","5","3",0.0455821686676095,0.0565450140319891,4.49450833785789e-07,0.0357327869277401,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
"596",0,1,NA,NA,1,1.3422,0.7278786,"51",NA,NA,NA,1,0,1,1.052958,1.108722,"3","1","1","2","2","1",0.0393313094457162,0.046863363906913,3.34235734442116e-07,0.0202752386672197,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
"597",0,1,NA,NA,1,0.984574,0.4299885,"51",NA,NA,NA,0,0,1,1.103936,1.218675,"3","2","5","1","4","1",0.0237907721669091,0.0399292326765401,2.80731070574246e-07,0.0130303311845689,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
"598",1,0,0.2619571,-0.4308057,1,-1.041971,0.4299885,"49",1,0.9655172,0.9761904,0,0,1,0.2882764,0.0831033,"3","3","3","2","2","2",0.0922512868516443,0.0436133406830907,3.22621725830287e-07,0.780937299560994,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0
"599",0,0,NA,NA,1,0.7461569,-1.059461,"70",NA,NA,NA,0,1,0,0.3711284,0.1377363,"3","3","3","3","1","3",0.0413673667293912,0.0408024943291243,3.89140188980924e-07,0.858665513664141,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
"600",1,0,-0.4748421,-0.1428957,0,-2.949307,0.330692,"97",1,0.9310345,0.952381,1,1,1,-1.597965,2.553491,"3","2","2","4","5","1",-0.00140377897292234,0.0758739228269874,8.45322358890074e-07,0.358918263083452,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
"601",0,0,NA,NA,0,-1.161179,-0.1657912,"86",NA,NA,NA,0,1,1,-0.8013641,0.6421844,"3","4","5","4","5","1",-0.0316711476315557,0.095930908522452,6.01798205536529e-07,0.261981026513973,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0
"602",0,0,-1.1314,0.6226749,0,-0.8035536,-1.655241,"96",NA,NA,NA,1,0,0,0.2946614,0.0868254,"3","4","2","4","2","1",0.0895737344073997,0.0413623502438591,5.31760629296977e-07,0.531689883013023,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0
"603",1,0,-0.2603368,-0.0176774,0,NA,NA,"72",0,0,0,1,0,0,0.1674397,0.0280361,"3","4","5","4","5","2",0.118575857480481,0.0664257019663276,5.74100168791313e-07,0.421168052730866,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0
"604",1,0,-1.052138,0.0610051,0,-2.234056,-2.052428,"97",1,0.9655172,0.9761904,0,1,1,-1.94861,3.797081,"3","3","3","4","5","4",0.0188136768823546,0.0788183037484962,7.82935359906065e-07,0.346901942341738,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
"605",1,0,-0.1575939,-0.4161626,0,-1.757222,-0.2650878,"67",0.8461539,0.7241379,0.7619048,0,1,0,-0.1960074,0.0384189,"3","2","2","3","4","1",0.0904986017278531,0.0610894214661518,5.04481478163418e-07,0.579654607437413,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
"606",0,0,NA,NA,0,-1.041971,-0.0664947,"86",NA,NA,NA,0,1,0,-0.3871684,0.1498993,"3","4","5","4","5","1",0.069114981520592,0.0707663930393204,7.61889318251323e-07,0.258059769791628,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0
"607",1,0,0.4715177,-0.3095998,1,-1.280388,-0.8608677,"94",0.9230769,0.862069,0.8809524,0,1,0,-0.590991,0.3492703,"3","2","2","2","4","1",-0.0430848387220729,0.0706170108576843,7.12979828490126e-07,0.427988901148069,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
"608",1,0,0.5120732,-0.0845861,1,-0.5651366,-2.251021,"94",0.9230769,0.3793103,0.547619,0,1,0,-0.4954456,0.2454664,"3","1","2","1","4","2",-0.0149318736507731,0.0519623909706484,5.43479965096385e-07,0.479292452636239,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
"609",1,0,NA,NA,0,0.2693228,-0.4636813,"101",0.4615385,0.3793103,0.4047619,1,1,1,-0.7439885,0.5535189,"3","4","5","4","5","4",-0.00360847162988587,0.0934173810079433,9.16343289630703e-07,0.252993869473833,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
"610",0,0,NA,NA,0,-0.9227622,-1.258054,"45",NA,NA,NA,0,0,0,-1.094487,1.197902,"3","4","5","4","5","1",-0.0261839347294972,0.0991028322900238,5.41387837744699e-07,0.22188675601014,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0
"611",0,0,NA,NA,0,0.1501142,-2.251021,"39",NA,NA,NA,1,0,0,0.5304345,0.2813608,"3","3","3","3","5","3",0.0471482466102338,0.0475892581320632,5.10184458156101e-07,0.62689616939827,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
"612",0,0,NA,NA,1,NA,NA,"57",NA,NA,NA,1,1,0,-0.1513955,0.0229206,"3","4","5","4","5","3",0.0734001954536497,0.0776862243005762,5.7933478536076e-07,0.264273528617925,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
"613",0,0,-0.1292408,0.196595,0,-2.472473,-1.357351,"98",NA,NA,NA,0,1,0,-0.7503862,0.5630794,"3","2","2","2","2","1",-0.0969733890223898,0.0795162717607087,3.92691792343876e-07,0.678750117839857,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
"614",0,0,-0.0620953,0.019946,0,-1.041971,0.0328019,"91",NA,NA,NA,0,1,0,-0.0303227,0.0009195,"3","2","3","4","3","1",-0.0231368908060979,0.0735799411529656,5.84846722345048e-07,0.593657105319333,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
"615",0,0,0.2580318,0.1371855,1,-0.0883026,0.330692,"102",NA,NA,NA,0,1,1,0.0588886,0.0034679,"3","4","1","4","1","4",0.0492311931130143,0.0506485080763903,4.5155788765652e-07,0.634980850517084,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
"616",0,0,-0.3484008,0.380422,1,-1.280388,-1.456648,"57",NA,NA,NA,1,1,0,-0.2788404,0.077752,"3","2","3","2","2","1",0.0377634468470859,0.0689270731125997,5.54840771221706e-07,0.494336362787019,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
"617",1,0,-0.0635378,0.0657818,0,-0.445928,0.6285821,"67",1,0.9655172,0.9761904,0,1,0,-0.1894504,0.0358915,"3","2","3","3","2","4",0.114709375369546,0.0589993747966278,4.57185382517681e-07,0.685598920780983,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
"618",0,0,NA,NA,1,-0.2075111,-0.6622744,"103",NA,NA,NA,0,1,0,0.1608444,0.0258709,"3","4","5","4","2","1",0.0830924777332128,0.0575407423827666,4.61296942268161e-07,0.679484697788616,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0
"619",0,0,NA,NA,0,NA,NA,"98",NA,NA,NA,0,1,1,-0.9351814,0.8745642,"3","4","5","4","5","2",-0.0648140447469023,0.0940195862740646,5.00290945716365e-07,0.385059112249655,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0
"620",0,0,NA,NA,0,-1.041971,1.323658,"55",NA,NA,NA,0,0,0,1.658321,2.75003,"3","4","5","4","5","3",0.00151944261787841,0.0508939963794453,2.40968192248606e-07,0.775767935109253,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
"621",0,0,NA,NA,1,-2.114847,-2.350318,"70",NA,NA,NA,1,1,1,0.7279738,0.5299459,"3","3","3","3","2","1",0.0436983434278119,0.0555997797330347,3.71880112549211e-07,0.724817008787322,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0
"622",0,0,-0.1447584,0.2464258,0,-0.0883026,-0.6622744,"75",NA,NA,NA,0,1,0,0.1034943,0.0107111,"3","3","2","3","2","1",0.0975680338657444,0.0589213272840189,4.52076462021555e-07,0.694884533056383,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0
"623",1,0,NA,NA,1,-1.280388,-0.9601645,"62",1,0.7931035,0.8571429,1,1,1,-0.3168444,0.1003904,"3","1","1","1","1","1",0.0411942976670321,0.0601999076167016,5.24351592546886e-07,0.411071272613377,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
"624",0,0,NA,NA,0,-0.6843451,0.1320989,"84",NA,NA,NA,1,0,1,-0.6611749,0.4371522,"3","4","5","4","5","1",-0.0370634752169502,0.0891799799171145,5.43819273973217e-07,0.184808766611442,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0
"625",1,0,NA,NA,0,-0.8035536,0.2313955,"58",0.5384616,0.7931035,0.7142857,0,1,0,-0.3299584,0.1088725,"3","2","1","2","1","1",0.0284031540273929,0.0686513370674211,5.87519243611863e-07,0.444340266228706,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
"626",0,0,-0.794986,0.2223844,0,-0.9227622,-1.555945,"100",NA,NA,NA,0,0,0,-1.285655,1.652908,"3","3","1","3","1","1",-0.00548924654537569,0.0873711095216612,5.96088703873291e-07,0.261087661454407,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0
"627",0,0,NA,NA,0,-1.280388,0.4299885,"86",NA,NA,NA,0,0,1,-0.4445187,0.1975969,"3","4","5","4","5","2",0.0454848430710161,0.0672013756907014,6.8305596967927e-07,0.264561206570926,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0
"628",1,0,-1.005584,-0.386566,1,0.2693228,0.7278786,"36",0.9230769,0.9655172,0.952381,0,0,1,0.3391717,0.1150374,"3","4","1","2","1","4",0.0519304830085139,0.0435991161397203,2.80611365584503e-07,0.727587004764403,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0
"629",1,0,-0.3722653,0.0682945,0,-0.5651366,0.0328019,"67",0.9230769,0.8965517,0.9047619,0,1,0,0.0141299,0.0001997,"3","2","3","2","1","1",0.0654957123352289,0.050431079015348,3.6132066660042e-07,0.798390209940336,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
"630",0,0,-0.7894872,0.0476531,1,0.2693228,0.8271752,"53",NA,NA,NA,1,1,1,0.7470905,0.5581443,"3","2","3","2","2","4",0.0460533745465559,0.0380393950352019,3.25446166825676e-07,0.888478323963225,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
"631",1,0,-0.752733,0.3934573,0,-1.041971,-1.853834,"88",1,0.8965517,0.9285714,1,1,1,0.7088638,0.5024879,"3","3","2","3","2","3",0.0996234943356079,0.0522127820377375,2.6433024687761e-07,0.822243669131559,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
"632",1,0,-0.4243626,-0.2332275,0,0.3885313,-0.5629779,"64",1,0.862069,0.9047619,0,0,0,-0.0302081,0.0009125,"3","3","2","3","2","2",0.107591639679117,0.0689830341813414,3.99443640862082e-07,0.69996857683016,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0
"633",1,0,-0.4368504,0.1635845,1,0.1501142,0.0328019,"88",1,0.9310345,0.952381,0,0,0,0.498414,0.2484165,"3","3","2","3","2","1",0.0510862268213707,0.0502529972758127,2.85213818178329e-07,0.825327686080604,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0
"634",1,0,-1.367918,-0.1943527,0,-1.280388,-2.052428,"42",1,0.9310345,0.952381,0,0,0,-0.4317487,0.1864069,"3","3","4","3","4","2",0.0510705726038534,0.0660285106612797,5.3147080260754e-07,0.344103959854293,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0
"635",0,0,-1.064307,0.0044399,0,NA,NA,"45",NA,NA,NA,0,0,1,0.1034943,0.0107111,"3","4","5","4","5","2",0.060450312624335,0.0586971404686345,4.57131909504803e-07,0.423117197890347,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0
"636",0,0,NA,NA,0,-0.8035536,-0.7615712,"45",NA,NA,NA,0,0,1,-0.8013641,0.6421844,"3","3","3","3","2","4",-0.0374142371567394,0.0935366632399886,5.37902028929438e-07,0.260275591190945,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
"637",0,0,NA,NA,0,-0.2075111,-1.059461,"90",NA,NA,NA,0,1,0,0.3328951,0.1108191,"3","4","5","4","5","3",0.110155382024728,0.0436300702123424,4.46653234538771e-07,0.532628518462416,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
"638",1,0,-0.4425076,0.343349,0,-0.0883026,0.6285821,"43",0.7692308,0.4705882,0.6,0,0,0,0.6005166,0.3606201,"3","3","1","3","1","3",0.0539222028335832,0.052818340281718,2.6682685122143e-07,0.882984576669174,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
"639",1,0,NA,NA,0,-0.6843451,0.1320989,"89",0,0,0,0,0,0,-0.4255037,0.1810534,"3","2","1","2","1","4",0.0278551867003667,0.0655431073399047,4.85137300086545e-07,0.555640551937106,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
"640",1,0,0.5584483,-0.0444967,0,0.0309059,-0.8608677,"50",0.9230769,0.9310345,0.9285714,0,0,1,0.2564281,0.0657554,"3","1","2","2","2","1",0.0456589079109372,0.0357339496614628,3.39332102809306e-07,0.790240838287307,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
"641",1,0,-0.4355364,0.1218307,1,0.0309059,0.5292856,"88",1,1,1,0,1,0,0.8172111,0.667834,"3","3","2","3","2","1",0.0800345337302624,0.0482794855312724,1.82238011845159e-07,0.951013051070699,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0
"642",0,0,NA,NA,0,NA,NA,"73",NA,NA,NA,1,0,0,-0.5592191,0.312726,"3","4","5","4","5","2",-0.0255015148885707,0.0864131664541014,5.9516722222886e-07,0.258226075622275,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0
"643",0,0,-0.4369146,0.1656255,0,-0.5651366,-0.8608677,"53",NA,NA,NA,0,1,1,-0.0940452,0.0088445,"3","3","2","3","2","1",0.0708860661139316,0.0682722063274327,5.3821493891538e-07,0.575873590571682,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0
"644",0,0,NA,NA,0,1.103783,0.7278786,"98",NA,NA,NA,1,0,1,-0.8650866,0.7483748,"3","3","4","2","1","1",-0.0544500616798636,0.088989385094121,4.76451921002059e-07,0.46322630806118,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0
"645",1,0,-0.4437101,0.8248215,0,-1.280388,-1.555945,"63",0.9230769,0.7241379,0.7857143,1,0,1,-0.412702,0.1703229,"3","4","5","4","5","3",0.074571513848425,0.0612958717030024,6.74245654138081e-07,0.254411972909815,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
"646",1,0,NA,NA,0,-1.87643,-2.946098,"63",0.3076923,0.2068966,0.2380952,1,1,1,0.5433766,0.2952581,"3","4","5","4","5","3",0.0853318428978524,0.0491224348660314,4.01801588957047e-07,0.691681604428311,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
"647",1,0,NA,NA,0,-1.995639,-0.0664947,"81",0,0,0,1,1,1,-0.3299584,0.1088725,"3","1","1","1","1","1",0.0392303491828828,0.0577078952917817,5.33454830595622e-07,0.418728913756432,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
"648",1,0,-0.3095495,-0.410859,0,0.3885313,0.5292856,"41",0.8461539,0.8275862,0.8333333,0,0,1,0.6067612,0.3681592,"3","4","5","4","5","4",0.0761134447318382,0.0566829161648599,3.58737345976255e-07,0.727613471191493,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
"649",1,1,-0.4215715,0.1213433,1,0.984574,0.6285821,"88",1,0.9411765,0.9666666,0,1,0,1.072311,1.149851,"3","3","2","3","2","1",0.0583206883215734,0.045220192456776,1.99298934730679e-07,0.000249893366375908,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0
"650",0,1,NA,NA,1,-0.5651366,0.2313955,"73",NA,NA,NA,0,1,0,0.2564281,0.0657554,"3","1","5","1","5","1",0.0942585383157032,0.0452136733144115,4.60280322983937e-07,0.0388156182446271,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
"651",0,1,0.565475,-0.2677748,1,0.0309059,-0.0664947,"57",NA,NA,NA,0,1,0,-0.5273578,0.2781063,"3","2","3","1","1","3",-0.0311263375627572,0.0702373861005269,5.68261926570275e-07,0.0660639831589101,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
"652",0,1,0.4941154,0.4860412,0,-0.6843451,-0.5629779,"87",NA,NA,NA,0,1,1,0.0397719,0.0015818,"3","2","2","2","2","4",0.0316955798642424,0.0531099550396196,4.33403755617182e-07,0.0224767077291023,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
"653",1,1,0.5149401,-0.1756832,1,-0.445928,0.330692,"88",1,0.8965517,0.9285714,1,1,1,0.4859243,0.2361225,"3","1","2","4","5","1",0.0672058680507424,0.0436629983773957,3.34265470437244e-07,0.014339282242977,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
